player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Miguel Layún,La Liga,2017-18,55.0,11.0,73.8,1.6,31.0,16,74.0
Nicolás Pareja,La Liga,2017-18,11.0,1.0,86.4,1.11,15.0,5,81.0
Nolito,La Liga,2017-18,94.0,32.0,70.5,4.34,38.0,30,53.333333333333336
Pablo Sarabia,La Liga,2017-18,136.0,46.0,73.4,3.68,68.0,34,70.44117647058823
Roque Mesa,La Liga,2017-18,18.0,5.0,90.6,3.15,21.0,7,49.0
Sandro Ramírez,La Liga,2017-18,19.0,9.0,76.4,2.89,5.0,13,55.15384615384615
Sergio Escudero,La Liga,2017-18,145.0,14.0,78.9,1.78,102.0,27,86.37037037037037
Sergio Rico,La Liga,2017-18,0.0,0.0,66.5,0.04,0.0,24,89.83333333333333
Simon Kjær,La Liga,2017-18,34.0,2.0,84.3,0.4,34.0,20,78.55
Steven Nzonzi,La Liga,2017-18,167.0,13.0,87.5,1.95,155.0,27,82.0
Sébastien Corchia,La Liga,2017-18,25.0,5.0,76.8,1.53,18.0,12,68.41666666666667
Walter Montoya,La Liga,2017-18,3.0,1.0,70.8,2.37,2.0,1,76.0
Wissam Ben Yedder,La Liga,2017-18,53.0,28.0,77.1,3.07,18.0,25,68.0
Éver Banega,La Liga,2017-18,350.0,66.0,82.1,5.4,268.0,31,77.38709677419355
Andreas Pereira,La Liga,2017-18,51.0,20.0,64.7,3.17,32.0,23,46.869565217391305
Carlos Soler,La Liga,2017-18,101.0,34.0,81.2,2.7,87.0,33,71.66666666666667
Daniel Parejo,La Liga,2017-18,327.0,70.0,81.6,4.5,295.0,34,88.26470588235294
Ezequiel Garay,La Liga,2017-18,61.0,3.0,85.5,0.4,52.0,24,84.5
Ferrán Torres,La Liga,2017-18,11.0,4.0,61.8,1.74,4.0,13,23.923076923076923
Francis Coquelin,La Liga,2017-18,28.0,2.0,82.6,1.51,33.0,9,73.0
Gabriel Paulista,La Liga,2017-18,50.0,3.0,86.8,0.28,54.0,30,86.13333333333334
Geoffrey Kondogbia,La Liga,2017-18,182.0,22.0,86.9,2.24,158.0,31,84.3225806451613
Gonçalo Guedes,La Liga,2017-18,146.0,47.0,76.3,4.61,61.0,33,73.9090909090909
Jaume Doménech,La Liga,2017-18,0.0,0.0,75.0,0.4,0.0,5,90.0
Jeison Murillo,La Liga,2017-18,23.0,0.0,89.2,0.26,21.0,17,80.82352941176471
José Luis Gayà,La Liga,2017-18,145.0,36.0,79.1,2.22,116.0,34,85.76470588235294
João Cancelo,La Liga,2017-18,6.0,5.0,59.6,8.0,3.0,1,90.0
Luciano Vietto,La Liga,2017-18,21.0,14.0,77.5,3.4,14.0,14,37.714285714285715
Martín Montoya,La Liga,2017-18,104.0,13.0,77.6,1.71,76.0,25,86.08
Nacho Gil,La Liga,2017-18,10.0,2.0,75.6,3.93,7.0,6,38.166666666666664
Nacho Vidal,La Liga,2017-18,12.0,1.0,79.6,1.01,11.0,7,63.857142857142854
Nemanja Maksimović,La Liga,2017-18,22.0,9.0,83.7,2.1,11.0,15,37.13333333333333
Neto,La Liga,2017-18,0.0,0.0,59.0,0.12,1.0,33,90.0
Rodrigo,La Liga,2017-18,116.0,35.0,74.1,3.09,74.0,37,72.54054054054055
Rúben Vezo,La Liga,2017-18,50.0,3.0,76.4,0.64,35.0,19,81.84210526315789
Santi Mina,La Liga,2017-18,34.0,10.0,77.3,2.49,27.0,32,48.5625
Simone Zaza,La Liga,2017-18,31.0,15.0,68.6,1.69,20.0,33,62.93939393939394
Toni Lato,La Liga,2017-18,28.0,6.0,77.1,1.13,25.0,16,49.8125
Álvaro Medrán,La Liga,2017-18,4.0,0.0,91.7,3.75,6.0,1,72.0
Adrián Marín,La Liga,2017-18,8.0,1.0,83.2,1.93,9.0,3,77.66666666666667
Alfred N'Diaye,La Liga,2017-18,0.0,0.0,88.9,0.0,0.0,2,50.5
Andrés Fernández,La Liga,2017-18,0.0,0.0,62.9,0.0,0.0,3,75.0
Antonio Rukavina,La Liga,2017-18,36.0,8.0,77.9,1.06,27.0,17,74.82352941176471
Carlos Bacca,La Liga,2017-18,39.0,30.0,72.1,2.7,21.0,35,71.34285714285714
Chuca,La Liga,2017-18,5.0,1.0,64.8,1.02,4.0,4,22.0
Cédric Bakambu,La Liga,2017-18,21.0,15.0,71.3,1.78,19.0,15,84.2
Dani Raba,La Liga,2017-18,52.0,25.0,74.7,3.97,26.0,21,52.857142857142854
Daniele Bonera,La Liga,2017-18,48.0,3.0,86.6,0.38,42.0,15,79.33333333333333
Darío Poveda,La Liga,2017-18,0.0,0.0,50.0,0.0,0.0,1,2.0
Denis Cheryshev,La Liga,2017-18,38.0,17.0,67.1,3.21,21.0,24,38.583333333333336
Enes Ünal,La Liga,2017-18,19.0,9.0,71.7,2.64,12.0,23,49.0
Jaume Costa,La Liga,2017-18,129.0,31.0,79.7,2.13,115.0,30,84.53333333333333
Javi Fuego,La Liga,2017-18,32.0,0.0,78.1,0.84,28.0,11,48.81818181818182
Leonardo Suárez,La Liga,2017-18,0.0,0.0,75.0,3.1,1.0,1,29.0
Manu Trigueros,La Liga,2017-18,189.0,43.0,84.3,2.9,191.0,34,79.3529411764706
Mariano Barbosa,La Liga,2017-18,0.0,0.0,67.2,0.08,1.0,13,86.53846153846153
Mario Gaspar,La Liga,2017-18,121.0,31.0,77.4,1.96,85.0,32,87.6875
Mario González,La Liga,2017-18,1.0,1.0,57.1,5.0,0.0,2,9.0
Nicola Sansone,La Liga,2017-18,17.0,13.0,74.1,3.26,14.0,18,35.27777777777778
Pablo Fornals,La Liga,2017-18,171.0,52.0,76.3,3.92,125.0,35,74.85714285714286
Pau Torres,La Liga,2017-18,2.0,0.0,62.5,0.0,0.0,2,26.0
Ramiro Guerra,La Liga,2017-18,2.0,1.0,81.3,1.27,1.0,4,17.75
Roberto Soriano,La Liga,2017-18,49.0,13.0,77.3,1.98,38.0,22,51.77272727272727
Rodri,La Liga,2017-18,208.0,23.0,89.7,1.92,162.0,37,87.21621621621621
Roger Martínez,La Liga,2017-18,4.0,0.0,72.6,3.13,4.0,8,28.75
Rúben Semedo,La Liga,2017-18,4.0,1.0,87.6,0.39,1.0,4,57.75
Salem Al-Dawsari,La Liga,2017-18,0.0,0.0,88.2,0.0,1.0,1,34.0
Samu Castillejo,La Liga,2017-18,111.0,43.0,76.6,4.29,58.0,30,69.13333333333334
Sergio Asenjo,La Liga,2017-18,0.0,0.0,61.8,0.09,6.0,23,90.0
Víctor Ruiz,La Liga,2017-18,57.0,3.0,85.2,0.52,61.0,27,89.48148148148148
Álvaro González,La Liga,2017-18,90.0,8.0,83.4,0.56,84.0,33,87.81818181818181
Bakaye Dibassy,Ligue 1,2017-18,87.0,9.0,77.2,0.81,56.0,32,86.8125
Bongani Zungu,Ligue 1,2017-18,90.0,12.0,81.8,1.25,66.0,26,80.15384615384616
Brighton Labeau,Ligue 1,2017-18,0.0,0.0,100.0,0.0,0.0,2,11.5
Charly Charrier,Ligue 1,2017-18,7.0,1.0,75.0,2.57,4.0,3,35.0
Danilo Avelar,Ligue 1,2017-18,76.0,14.0,64.3,1.72,57.0,21,82.23809523809524
Emmanuel Bourgaud,Ligue 1,2017-18,33.0,18.0,65.3,5.31,20.0,17,31.88235294117647
Gaël Kakuta,Ligue 1,2017-18,151.0,64.0,63.0,3.59,112.0,36,85.63888888888889
Georges Gope-Fenepej,Ligue 1,2017-18,1.0,1.0,61.1,3.83,0.0,3,15.666666666666666
Guessouma Fofana,Ligue 1,2017-18,30.0,3.0,72.0,0.48,22.0,16,46.4375
Guy Ngosso,Ligue 1,2017-18,53.0,3.0,85.2,1.33,33.0,12,50.833333333333336
Harrison Manzala,Ligue 1,2017-18,36.0,8.0,71.7,2.02,21.0,37,50.45945945945946
Issa Cissokho,Ligue 1,2017-18,49.0,10.0,75.8,0.99,39.0,19,85.78947368421052
Jean-Christophe Bouet,Ligue 1,2017-18,0.0,0.0,50.0,0.0,0.0,1,90.0
Jean-Luc Dompé,Ligue 1,2017-18,0.0,1.0,44.4,6.21,0.0,1,29.0
Julien Ielsch,Ligue 1,2017-18,27.0,6.0,65.9,1.17,20.0,11,56.0
Khaled Adénon,Ligue 1,2017-18,51.0,2.0,83.0,0.46,34.0,34,85.91176470588235
Lacina Traoré,Ligue 1,2017-18,16.0,11.0,53.3,2.2,18.0,18,43.27777777777778
Mathieu Bodmer,Ligue 1,2017-18,30.0,6.0,79.6,2.05,21.0,13,30.46153846153846
Moussa Konaté,Ligue 1,2017-18,42.0,16.0,66.1,1.93,18.0,33,74.9090909090909
Nathan,Ligue 1,2017-18,0.0,0.0,80.0,9.0,0.0,1,10.0
Oualid El Hajjam,Ligue 1,2017-18,63.0,11.0,70.1,1.19,47.0,26,84.53846153846153
Prince-Désir Gouano,Ligue 1,2017-18,46.0,2.0,79.7,0.29,20.0,32,85.8125
Quentin Cornette,Ligue 1,2017-18,20.0,6.0,69.8,2.41,16.0,12,37.333333333333336
Régis Gurtner,Ligue 1,2017-18,0.0,0.0,51.6,0.22,29.0,37,90.0
Sekou Baradji,Ligue 1,2017-18,0.0,0.0,50.0,0.0,0.0,1,7.0
Serge Gakpé,Ligue 1,2017-18,58.0,17.0,68.5,1.53,39.0,29,62.93103448275862
Seybou Koita,Ligue 1,2017-18,7.0,2.0,69.0,1.7,2.0,6,35.333333333333336
Stiven Mendoza,Ligue 1,2017-18,23.0,13.0,71.7,2.79,22.0,13,79.38461538461539
Tanguy Ndombele,Ligue 1,2017-18,17.0,4.0,75.4,5.34,10.0,3,78.66666666666667
Thomas Monconduit,Ligue 1,2017-18,165.0,23.0,78.4,1.68,119.0,34,86.70588235294117
Abdoulaye Bamba,Ligue 1,2017-18,70.0,6.0,76.9,1.12,46.0,18,85.16666666666667
Alexandre Letellier,Ligue 1,2017-18,0.0,0.0,65.3,0.31,5.0,13,90.0
Angelo Fulgini,Ligue 1,2017-18,74.0,35.0,73.4,3.53,41.0,29,52.724137931034484
Baptiste Guillaume,Ligue 1,2017-18,9.0,4.0,59.6,2.36,2.0,16,28.625
Baptiste Santamaria,Ligue 1,2017-18,134.0,17.0,78.0,1.56,107.0,31,83.58064516129032
Billy Ketkeophomphone,Ligue 1,2017-18,18.0,4.0,72.5,2.05,12.0,13,33.61538461538461
Enzo Crivelli,Ligue 1,2017-18,19.0,12.0,62.5,2.2,9.0,15,68.13333333333334
Flavien Tait,Ligue 1,2017-18,103.0,37.0,70.6,3.54,65.0,31,72.09677419354838
Gilles Sunu,Ligue 1,2017-18,30.0,7.0,75.5,2.47,19.0,20,32.75
Ismaël Traoré,Ligue 1,2017-18,42.0,4.0,83.4,0.5,32.0,32,89.21875
Jeff Reine-Adélaïde,Ligue 1,2017-18,29.0,5.0,79.7,2.67,12.0,10,43.9
Karl Toko Ekambi,Ligue 1,2017-18,76.0,47.0,75.6,3.23,37.0,37,82.16216216216216
Lassana Coulibaly,Ligue 1,2017-18,38.0,10.0,79.8,2.9,17.0,20,41.9
Loïc Puyo,Ligue 1,2017-18,20.0,5.0,73.7,4.76,18.0,8,21.25
Ludovic Butelle,Ligue 1,2017-18,0.0,0.0,55.7,0.22,7.0,19,86.94736842105263
Mateo Pavlović,Ligue 1,2017-18,59.0,3.0,83.6,0.46,25.0,24,81.91666666666667
Mathieu Michel,Ligue 1,2017-18,0.0,0.0,59.9,0.15,3.0,7,85.42857142857143
Mehdi Tahrat,Ligue 1,2017-18,14.0,1.0,68.1,1.02,14.0,7,63.285714285714285
Pierrick Capelle,Ligue 1,2017-18,89.0,30.0,76.0,3.06,53.0,28,67.28571428571429
Prince Oniangué,Ligue 1,2017-18,45.0,8.0,78.4,1.7,14.0,14,75.42857142857143
Romain Thomas,Ligue 1,2017-18,60.0,5.0,80.9,0.73,53.0,28,88.21428571428571
Saliou Ciss,Ligue 1,2017-18,5.0,0.0,67.7,1.25,3.0,3,48.0
Thomas Mangani,Ligue 1,2017-18,272.0,63.0,71.6,3.57,195.0,35,86.42857142857143
Thomas Touré,Ligue 1,2017-18,5.0,4.0,81.1,6.33,4.0,7,18.285714285714285
Vincent Manceau,Ligue 1,2017-18,130.0,22.0,76.5,1.45,74.0,33,90.0
Wilfried Kanga,Ligue 1,2017-18,2.0,0.0,76.5,1.03,1.0,9,19.444444444444443
Yoann Andreu,Ligue 1,2017-18,87.0,14.0,77.8,1.65,55.0,23,90.0
Alexandre Mendy,Ligue 1,2017-18,13.0,7.0,71.3,1.7,7.0,16,49.6875
Benoît Costil,Ligue 1,2017-18,0.0,2.0,64.8,0.08,14.0,36,90.0
Diego Contento,Ligue 1,2017-18,1.0,1.0,78.1,0.83,1.0,3,36.0
Ervin Taha,Ligue 1,2017-18,2.0,0.0,68.8,2.31,1.0,2,19.5
François Kamano,Ligue 1,2017-18,52.0,27.0,77.1,2.77,19.0,35,57.542857142857144
Gaëtan Laborde,Ligue 1,2017-18,16.0,8.0,62.2,2.26,5.0,20,47.85
Igor Lewczuk,Ligue 1,2017-18,11.0,6.0,79.6,1.65,6.0,7,62.42857142857143
Jaroslav Plašil,Ligue 1,2017-18,77.0,14.0,86.7,2.58,56.0,22,47.45454545454545
Jonathan Cafu,Ligue 1,2017-18,16.0,13.0,77.8,3.99,14.0,19,33.31578947368421
Jules Koundé,Ligue 1,2017-18,63.0,3.0,83.4,0.79,52.0,18,88.27777777777777
Jérémy Toulalan,Ligue 1,2017-18,91.0,2.0,84.6,0.76,68.0,21,90.0
Jérôme Prior,Ligue 1,2017-18,0.0,0.0,62.2,0.0,0.0,2,90.0
Lukas Lerager,Ligue 1,2017-18,180.0,24.0,75.9,2.06,127.0,37,88.72972972972973
Malcom,Ligue 1,2017-18,169.0,87.0,75.0,5.74,98.0,35,81.6
Martin Braithwaite,Ligue 1,2017-18,13.0,7.0,71.2,1.67,9.0,14,65.28571428571429
Maxime Poundjé,Ligue 1,2017-18,70.0,16.0,74.0,1.69,58.0,19,89.63157894736842
Milan Gajić,Ligue 1,2017-18,15.0,1.0,72.9,0.25,11.0,4,90.0
Nicolas de Préville,Ligue 1,2017-18,47.0,23.0,69.1,2.37,32.0,29,66.72413793103448
Olivier Verdon,Ligue 1,2017-18,0.0,0.0,0.0,0.0,0.0,1,11.0
Otávio,Ligue 1,2017-18,79.0,11.0,87.5,1.7,51.0,21,70.66666666666667
Pablo,Ligue 1,2017-18,22.0,5.0,87.0,0.84,18.0,15,86.06666666666666
Paul Baysse,Ligue 1,2017-18,35.0,0.0,86.1,0.32,20.0,8,70.75
Soualiho Meïté,Ligue 1,2017-18,60.0,15.0,83.4,2.63,36.0,18,74.16666666666667
Thomas Carrique,Ligue 1,2017-18,5.0,1.0,79.6,1.0,3.0,1,90.0
Thomas Touré,Ligue 1,2017-18,1.0,0.0,33.3,0.0,1.0,1,8.0
Théo Pellenard,Ligue 1,2017-18,64.0,13.0,73.7,1.51,45.0,19,75.15789473684211
Valentín Vada,Ligue 1,2017-18,59.0,7.0,83.8,2.09,45.0,21,40.95238095238095
Vukašin Jovanović,Ligue 1,2017-18,51.0,2.0,89.0,0.5,33.0,16,90.0
Younousse Sankharé,Ligue 1,2017-18,115.0,20.0,84.1,2.63,68.0,29,64.86206896551724
Youssouf Sabaly,Ligue 1,2017-18,170.0,36.0,78.9,2.07,129.0,35,88.37142857142857
Zaydou Youssouf,Ligue 1,2017-18,4.0,1.0,67.9,3.44,2.0,6,21.833333333333332
Adama Mbengue,Ligue 1,2017-18,78.0,11.0,63.1,2.09,43.0,19,83.94736842105263
Alexander Djiku,Ligue 1,2017-18,123.0,3.0,80.3,0.61,75.0,28,90.0
Baissama Sankoh,Ligue 1,2017-18,52.0,8.0,78.2,0.88,30.0,26,59.23076923076923
Brice Samba,Ligue 1,2017-18,0.0,0.0,65.0,0.0,4.0,4,79.0
Christian Kouakou,Ligue 1,2017-18,8.0,7.0,67.5,2.77,6.0,19,44.578947368421055
Damien Da Silva,Ligue 1,2017-18,85.0,0.0,81.8,0.41,95.0,32,88.625
Durel Avounou,Ligue 1,2017-18,13.0,3.0,67.8,0.69,8.0,9,72.33333333333333
Emmanuel Imorou,Ligue 1,2017-18,1.0,0.0,75.0,0.0,2.0,1,34.0
Enzo Crivelli,Ligue 1,2017-18,6.0,4.0,57.9,1.74,4.0,11,65.9090909090909
Frederic Guilbert,Ligue 1,2017-18,124.0,16.0,68.5,1.56,81.0,36,90.0
Hervé Bazile,Ligue 1,2017-18,18.0,14.0,55.6,3.18,15.0,19,46.10526315789474
Ismaël Diomandé,Ligue 1,2017-18,27.0,1.0,84.0,0.25,23.0,11,64.72727272727273
Ivan Santini,Ligue 1,2017-18,45.0,24.0,63.0,2.17,29.0,32,86.78125
Jan Repas,Ligue 1,2017-18,25.0,10.0,70.0,2.2,19.0,15,60.13333333333333
Jessy Deminguet,Ligue 1,2017-18,15.0,9.0,62.3,3.2,9.0,12,44.5
Jonathan Delaplace,Ligue 1,2017-18,28.0,11.0,71.8,3.09,16.0,12,48.583333333333336
Jordan Nkololo,Ligue 1,2017-18,11.0,11.0,69.9,4.03,10.0,10,42.4
Julien Féret,Ligue 1,2017-18,272.0,68.0,76.0,3.82,177.0,37,82.70270270270271
Romain Genevois,Ligue 1,2017-18,50.0,6.0,71.2,1.24,41.0,24,75.33333333333333
Ronny Rodelin,Ligue 1,2017-18,220.0,59.0,69.4,3.3,133.0,37,85.43243243243244
Rémy Vercoutre,Ligue 1,2017-18,0.0,1.0,58.4,0.17,32.0,35,88.65714285714286
Stef Peeters,Ligue 1,2017-18,73.0,31.0,62.7,4.14,57.0,20,55.45
Timo Stavitski,Ligue 1,2017-18,5.0,6.0,65.6,2.47,1.0,9,44.55555555555556
Vincent Bessat,Ligue 1,2017-18,85.0,19.0,74.7,2.18,52.0,24,65.41666666666667
Youssef Aït Bennasser,Ligue 1,2017-18,178.0,12.0,82.5,2.33,148.0,27,75.81481481481481
Yoël Armougom,Ligue 1,2017-18,6.0,1.0,61.9,0.65,5.0,4,34.75
Adrián Sahibeddine,Ligue 1,2017-18,0.0,0.0,80.0,5.63,0.0,3,10.666666666666666
Arnold Bouka Moutou,Ligue 1,2017-18,17.0,4.0,75.5,2.14,11.0,6,56.0
Baptiste Reynet,Ligue 1,2017-18,0.0,1.0,72.8,0.24,34.0,38,90.0
Benjamin Jeannot,Ligue 1,2017-18,34.0,12.0,70.6,1.73,17.0,24,58.625
Cédric Varrault,Ligue 1,2017-18,34.0,3.0,84.7,0.61,21.0,11,80.27272727272727
Cédric Yamberé,Ligue 1,2017-18,90.0,7.0,81.6,0.67,79.0,32,88.40625
Dylan Bahamboula,Ligue 1,2017-18,2.0,0.0,76.9,5.81,1.0,4,7.5
Eden Massouema,Ligue 1,2017-18,5.0,2.0,71.8,1.43,5.0,6,31.5
Enzo Loiodice,Ligue 1,2017-18,11.0,1.0,81.1,1.62,5.0,4,41.75
Florent Balmont,Ligue 1,2017-18,75.0,7.0,81.9,2.72,39.0,21,40.95238095238095
Fouad Chafik,Ligue 1,2017-18,59.0,15.0,73.6,1.45,44.0,23,70.1304347826087
Frédéric Sammaritano,Ligue 1,2017-18,76.0,24.0,76.6,3.28,46.0,26,54.96153846153846
Jordan Marié,Ligue 1,2017-18,83.0,11.0,82.3,1.67,74.0,27,69.74074074074075
Júlio Tavares,Ligue 1,2017-18,32.0,26.0,59.6,2.1,19.0,26,79.03846153846153
Kwon Chang-hoon,Ligue 1,2017-18,40.0,32.0,65.0,3.03,21.0,34,62.85294117647059
Mehdi Abeid,Ligue 1,2017-18,49.0,7.0,84.8,1.46,33.0,19,61.89473684210526
Naïm Sliti,Ligue 1,2017-18,117.0,59.0,67.2,5.58,57.0,31,73.87096774193549
Oussama Haddadi,Ligue 1,2017-18,93.0,25.0,74.5,1.91,59.0,33,75.84848484848484
Papy Djilobodji,Ligue 1,2017-18,122.0,8.0,78.7,0.5,112.0,30,89.96666666666667
Romain Amalfitano,Ligue 1,2017-18,146.0,23.0,81.3,1.76,121.0,33,81.9090909090909
Valentin Rosier,Ligue 1,2017-18,102.0,15.0,76.9,1.59,72.0,36,77.22222222222223
Vincent Rüfli,Ligue 1,2017-18,1.0,0.0,76.9,3.6,1.0,3,8.333333333333334
Wesley Lautoa,Ligue 1,2017-18,18.0,0.0,82.5,0.58,8.0,10,62.2
Wesley Saïd,Ligue 1,2017-18,46.0,14.0,74.3,2.4,29.0,29,63.41379310344828
Xeka,Ligue 1,2017-18,61.0,23.0,79.7,3.42,47.0,17,81.94117647058823
Ádám Lang,Ligue 1,2017-18,7.0,0.0,85.1,0.39,3.0,3,77.33333333333333
Abdoul Camara,Ligue 1,2017-18,24.0,10.0,72.2,2.13,7.0,14,63.42857142857143
Christophe Kerbrat,Ligue 1,2017-18,136.0,4.0,82.6,0.49,114.0,37,89.72972972972973
Clément Grenier,Ligue 1,2017-18,108.0,35.0,67.3,4.17,68.0,15,80.53333333333333
Franck Tabanou,Ligue 1,2017-18,43.0,9.0,73.0,2.15,34.0,15,69.86666666666666
Félix Eboa Eboa,Ligue 1,2017-18,53.0,4.0,77.3,0.77,27.0,23,66.26086956521739
Jimmy Briand,Ligue 1,2017-18,84.0,28.0,73.5,2.36,44.0,37,86.72972972972973
Jonathan Martins Pereira,Ligue 1,2017-18,57.0,16.0,79.6,2.3,51.0,14,81.07142857142857
Jordan Ikoko,Ligue 1,2017-18,105.0,20.0,79.8,1.56,65.0,28,86.42857142857143
Jérémy Sorbon,Ligue 1,2017-18,60.0,5.0,85.9,0.28,40.0,29,90.0
Karl-Johan Johnsson,Ligue 1,2017-18,0.0,2.0,63.6,0.13,22.0,38,90.0
Lebogang Phiri,Ligue 1,2017-18,60.0,8.0,87.8,1.66,53.0,22,46.90909090909091
Lucas Deaux,Ligue 1,2017-18,144.0,14.0,80.2,1.81,105.0,26,74.73076923076923
Ludovic Blas,Ligue 1,2017-18,128.0,18.0,85.0,2.16,80.0,31,57.83870967741935
Marcus Coco,Ligue 1,2017-18,54.0,18.0,72.7,2.72,30.0,29,54.724137931034484
Marcus Thuram,Ligue 1,2017-18,47.0,23.0,66.9,3.08,19.0,32,60.28125
Mustapha Diallo,Ligue 1,2017-18,52.0,6.0,81.0,1.3,50.0,26,53.23076923076923
Nicolas Benezet,Ligue 1,2017-18,109.0,35.0,72.5,4.04,52.0,29,56.827586206896555
Pedro Rebocho,Ligue 1,2017-18,79.0,19.0,76.0,1.78,58.0,21,81.95238095238095
Sloan Privat,Ligue 1,2017-18,0.0,0.0,100.0,0.0,0.0,1,1.0
Thibault Giresse,Ligue 1,2017-18,0.0,0.0,63.2,0.0,2.0,3,7.666666666666667
Yannis Salibur,Ligue 1,2017-18,66.0,26.0,75.3,4.08,36.0,22,69.13636363636364
Yeni Ngbakoto,Ligue 1,2017-18,12.0,2.0,66.7,2.2,8.0,16,36.0
Étienne Didot,Ligue 1,2017-18,98.0,14.0,79.1,2.06,84.0,23,70.47826086956522
Adama Soumaoro,Ligue 1,2017-18,17.0,1.0,92.2,0.3,11.0,14,85.14285714285714
Anwar El Ghazi,Ligue 1,2017-18,55.0,25.0,68.2,2.68,22.0,27,61.03703703703704
Boubakary Soumaré,Ligue 1,2017-18,34.0,3.0,85.0,2.11,29.0,14,36.5
Edgar Ié,Ligue 1,2017-18,131.0,12.0,82.8,0.6,87.0,35,89.88571428571429
Ezequiel Ponce,Ligue 1,2017-18,17.0,12.0,75.4,1.64,7.0,28,39.17857142857143
Farès Bahlouli,Ligue 1,2017-18,9.0,11.0,65.1,5.29,6.0,11,27.90909090909091
Fodé Ballo-Touré,Ligue 1,2017-18,72.0,7.0,82.8,0.96,52.0,27,76.11111111111111
Hamza Mendyl,Ligue 1,2017-18,20.0,3.0,77.0,1.06,13.0,12,70.91666666666667
Hervé Koffi,Ligue 1,2017-18,0.0,0.0,70.4,0.0,3.0,4,90.0
Ibrahim Amadou,Ligue 1,2017-18,114.0,10.0,87.2,1.01,96.0,30,80.16666666666667
Imad Faraj,Ligue 1,2017-18,6.0,3.0,74.1,5.0,5.0,7,23.142857142857142
Júnior Alonso,Ligue 1,2017-18,114.0,11.0,80.8,0.87,84.0,34,81.79411764705883
Kouadio-Yves Dabila,Ligue 1,2017-18,19.0,4.0,83.6,0.67,8.0,12,78.66666666666667
Kévin Malcuit,Ligue 1,2017-18,110.0,25.0,78.7,2.63,71.0,23,79.0
Lebo Mothiba,Ligue 1,2017-18,10.0,13.0,81.2,2.28,9.0,14,84.57142857142857
Luiz Araújo,Ligue 1,2017-18,75.0,22.0,70.9,2.45,50.0,34,59.35294117647059
Mike Maignan,Ligue 1,2017-18,0.0,0.0,78.7,0.15,9.0,34,89.17647058823529
Nicolas Pépé,Ligue 1,2017-18,90.0,40.0,78.4,3.14,46.0,36,78.91666666666667
Nicolas de Préville,Ligue 1,2017-18,7.0,4.0,67.1,1.89,2.0,4,71.25
Rominigue Kouamé,Ligue 1,2017-18,10.0,6.0,85.6,4.05,6.0,6,33.5
Thiago Maia,Ligue 1,2017-18,190.0,14.0,84.3,1.83,151.0,34,72.44117647058823
Thiago Mendes,Ligue 1,2017-18,164.0,43.0,84.4,3.53,138.0,31,74.0
Xeka,Ligue 1,2017-18,3.0,0.0,66.7,6.0,1.0,1,15.0
Yassine Benzia,Ligue 1,2017-18,201.0,61.0,77.6,4.72,166.0,31,73.80645161290323
Yves Bissouma,Ligue 1,2017-18,113.0,11.0,84.1,2.65,91.0,24,65.04166666666667
Amine Gouiri,Ligue 1,2017-18,2.0,2.0,80.0,3.29,1.0,7,11.857142857142858
Anthony Lopes,Ligue 1,2017-18,1.0,0.0,79.3,0.26,5.0,34,90.0
Bertrand Traoré,Ligue 1,2017-18,82.0,26.0,80.7,3.66,58.0,31,73.6774193548387
Christopher Martins,Ligue 1,2017-18,2.0,1.0,80.5,2.61,2.0,2,34.5
Clément Grenier,Ligue 1,2017-18,1.0,0.0,50.0,18.0,0.0,1,5.0
Ferland Mendy,Ligue 1,2017-18,131.0,27.0,85.1,2.88,85.0,27,78.5925925925926
Fernando Marçal,Ligue 1,2017-18,69.0,17.0,82.6,2.23,33.0,18,71.94444444444444
Houssem Aouar,Ligue 1,2017-18,195.0,37.0,84.7,3.59,137.0,32,76.03125
Jordan Ferri,Ligue 1,2017-18,73.0,8.0,87.9,3.66,56.0,24,26.583333333333332
Jérémy Morel,Ligue 1,2017-18,113.0,2.0,90.6,0.4,89.0,33,88.36363636363636
Kenny Tete,Ligue 1,2017-18,74.0,14.0,79.6,1.68,45.0,22,73.0909090909091
Lucas Tousart,Ligue 1,2017-18,105.0,13.0,85.6,1.32,75.0,37,84.64864864864865
Mapou Yanga-Mbiwa,Ligue 1,2017-18,6.0,0.0,93.3,1.41,0.0,2,64.0
Marcelo,Ligue 1,2017-18,152.0,6.0,87.2,0.7,96.0,35,88.71428571428571
Mariano,Ligue 1,2017-18,34.0,29.0,71.3,2.41,29.0,34,73.73529411764706
Mathieu Gorgelin,Ligue 1,2017-18,0.0,0.0,74.5,0.0,1.0,4,90.0
Maxwel Cornet,Ligue 1,2017-18,35.0,26.0,74.9,3.4,18.0,30,42.4
Memphis,Ligue 1,2017-18,133.0,77.0,73.5,5.04,74.0,36,70.97222222222223
Mouctar Diakhaby,Ligue 1,2017-18,17.0,0.0,88.1,0.12,6.0,12,60.666666666666664
Myziane Maolida,Ligue 1,2017-18,10.0,7.0,77.3,5.44,6.0,13,25.46153846153846
Nabil Fekir,Ligue 1,2017-18,153.0,59.0,81.1,5.45,105.0,30,82.56666666666666
Pape Cheikh Diop,Ligue 1,2017-18,1.0,0.0,100.0,9.0,1.0,1,10.0
Rafael,Ligue 1,2017-18,88.0,21.0,79.2,2.38,74.0,24,75.5
