player,comp,season,Progressive Passes,Key passes,Pass completion %,Shot creating actions p 90,1/3,Matches Played,Avg Mins per Match
Mathieu Debuchy,Ligue 1,2017-18,59.0,14.0,73.5,1.78,31.0,15,87.6
Neven Subotić,Ligue 1,2017-18,31.0,4.0,85.5,0.37,32.0,16,90.0
Ole Selnæs,Ligue 1,2017-18,124.0,18.0,81.5,1.71,107.0,26,79.15384615384616
Oussama Tannane,Ligue 1,2017-18,11.0,3.0,72.6,2.17,8.0,6,34.5
Paul-Georges Ntep,Ligue 1,2017-18,23.0,6.0,65.6,3.17,8.0,13,39.30769230769231
Rayan Souici,Ligue 1,2017-18,0.0,0.0,100.0,0.0,0.0,1,12.0
Robert Berić,Ligue 1,2017-18,7.0,4.0,69.2,1.21,4.0,15,69.46666666666667
Romain Hamouma,Ligue 1,2017-18,45.0,34.0,70.8,3.71,30.0,29,63.6551724137931
Ronaël Pierre-Gabriel,Ligue 1,2017-18,52.0,6.0,81.5,1.08,35.0,16,73.125
Rémy Cabella,Ligue 1,2017-18,208.0,49.0,79.1,4.98,151.0,26,86.88461538461539
Saidy Janko,Ligue 1,2017-18,61.0,4.0,76.6,1.01,54.0,21,67.71428571428571
Stéphane Ruffier,Ligue 1,2017-18,0.0,0.0,68.5,0.03,4.0,35,88.91428571428571
Vagner Gonçalves,Ligue 1,2017-18,1.0,1.0,56.3,3.33,1.0,4,27.0
Vincent Pajot,Ligue 1,2017-18,58.0,10.0,76.9,1.33,23.0,20,64.5
Yann M'Vila,Ligue 1,2017-18,139.0,3.0,87.6,0.91,100.0,17,87.0
Abdallah N'dour,Ligue 1,2017-18,9.0,4.0,73.6,2.49,4.0,5,50.6
Alexandre Oukidja,Ligue 1,2017-18,0.0,0.0,56.6,0.19,16.0,17,85.70588235294117
Anthony Gonçalves,Ligue 1,2017-18,80.0,28.0,65.8,2.71,45.0,29,60.58620689655172
Bakary Koné,Ligue 1,2017-18,51.0,1.0,85.1,0.62,40.0,28,87.92857142857143
Benjamin Corgnet,Ligue 1,2017-18,52.0,18.0,64.9,3.99,36.0,18,76.44444444444444
Bingourou Kamara,Ligue 1,2017-18,0.0,0.0,62.8,0.11,5.0,19,89.0
Dimitri Foulquier,Ligue 1,2017-18,52.0,8.0,78.5,1.96,36.0,16,77.4375
Dimitri Liénard,Ligue 1,2017-18,142.0,61.0,71.3,3.8,101.0,33,78.84848484848484
Ernest Seka,Ligue 1,2017-18,126.0,18.0,76.6,2.02,85.0,27,80.66666666666667
Idriss Saadi,Ligue 1,2017-18,15.0,7.0,64.5,1.53,8.0,26,36.19230769230769
Ihsan Sacko,Ligue 1,2017-18,13.0,5.0,70.4,2.54,6.0,17,41.705882352941174
Jean-Eudes Aholou,Ligue 1,2017-18,131.0,13.0,85.5,1.26,101.0,35,85.88571428571429
Jonas Martin,Ligue 1,2017-18,163.0,42.0,83.6,2.53,126.0,36,84.02777777777777
Jérémy Blayac,Ligue 1,2017-18,25.0,17.0,63.2,3.53,18.0,25,36.68
Jérémy Grimm,Ligue 1,2017-18,36.0,5.0,78.9,1.67,26.0,23,35.130434782608695
Kader Mangane,Ligue 1,2017-18,41.0,3.0,75.4,0.68,33.0,20,85.9
Kenny Lala,Ligue 1,2017-18,168.0,24.0,76.0,2.35,120.0,31,87.83870967741936
Kévin Zohi,Ligue 1,2017-18,0.0,0.0,,0.0,0.0,1,1.0
Landry Bonnefoi,Ligue 1,2017-18,0.0,0.0,64.9,0.0,3.0,4,68.0
Martin Terrier,Ligue 1,2017-18,36.0,28.0,73.4,3.12,18.0,25,66.88
Nuno da Costa,Ligue 1,2017-18,30.0,13.0,61.3,2.56,26.0,26,66.42307692307692
Pablo Martinez,Ligue 1,2017-18,63.0,5.0,81.2,0.89,56.0,24,88.125
Stéphane Bahoken,Ligue 1,2017-18,22.0,13.0,68.8,1.73,7.0,26,63.92307692307692
Vincent Nogueira,Ligue 1,2017-18,5.0,0.0,85.7,0.0,0.0,3,21.333333333333332
Yoann Salmier,Ligue 1,2017-18,29.0,2.0,84.6,0.16,13.0,14,79.07142857142857
Alban Lafont,Ligue 1,2017-18,3.0,1.0,64.1,0.08,45.0,38,90.0
Alexis Blin,Ligue 1,2017-18,98.0,7.0,77.1,1.34,91.0,26,72.53846153846153
Andy Delort,Ligue 1,2017-18,62.0,44.0,56.1,3.16,38.0,32,72.90625
Christopher Jullien,Ligue 1,2017-18,103.0,9.0,78.8,0.76,88.0,30,86.83333333333333
Clément Michelin,Ligue 1,2017-18,17.0,2.0,69.7,0.65,11.0,7,39.285714285714285
Corentin Jean,Ligue 1,2017-18,41.0,26.0,65.6,3.04,25.0,33,51.15151515151515
Driss Khalid,Ligue 1,2017-18,0.0,0.0,62.5,0.0,0.0,1,29.0
François Moubandje,Ligue 1,2017-18,80.0,8.0,71.5,1.01,64.0,21,80.9047619047619
Giannelli Imbula,Ligue 1,2017-18,159.0,25.0,85.6,2.89,124.0,28,80.10714285714286
Ibrahim Sangaré,Ligue 1,2017-18,126.0,19.0,73.5,2.78,98.0,20,79.4
Issa Diop,Ligue 1,2017-18,106.0,5.0,79.3,0.68,91.0,34,90.0
Issiaga Sylla,Ligue 1,2017-18,105.0,20.0,70.7,2.36,75.0,25,64.08
Jimmy Durmaz,Ligue 1,2017-18,60.0,22.0,67.7,4.64,50.0,20,51.4
Kelvin Amian,Ligue 1,2017-18,107.0,11.0,77.7,0.94,86.0,36,87.61111111111111
Max Gradel,Ligue 1,2017-18,96.0,44.0,55.7,3.91,48.0,29,83.27586206896552
Ndombe Mubele,Ligue 1,2017-18,14.0,5.0,55.2,3.18,7.0,11,33.45454545454545
Ola Toivonen,Ligue 1,2017-18,41.0,8.0,70.9,3.26,31.0,23,34.78260869565217
Quentin Boisgard,Ligue 1,2017-18,11.0,2.0,63.2,2.01,9.0,6,29.833333333333332
Somália,Ligue 1,2017-18,68.0,21.0,75.0,2.25,42.0,27,74.14814814814815
Steeve Yago,Ligue 1,2017-18,67.0,6.0,77.7,1.37,54.0,21,75.0952380952381
Steven Fortes,Ligue 1,2017-18,12.0,0.0,81.0,1.16,13.0,2,77.5
Yann Bodiger,Ligue 1,2017-18,10.0,2.0,66.7,0.79,10.0,7,32.42857142857143
Yannick Cahuzac,Ligue 1,2017-18,47.0,4.0,82.2,0.83,46.0,20,75.9
Yaya Sanogo,Ligue 1,2017-18,33.0,12.0,55.9,2.26,23.0,27,56.03703703703704
Zinédine Machach,Ligue 1,2017-18,7.0,1.0,63.8,2.34,3.0,4,48.25
Adama Niane,Ligue 1,2017-18,27.0,17.0,66.5,1.83,17.0,33,65.57575757575758
Alois Confais,Ligue 1,2017-18,27.0,2.0,79.6,0.74,24.0,15,40.733333333333334
Benjamin Nivet,Ligue 1,2017-18,96.0,28.0,75.6,3.09,66.0,26,52.65384615384615
Bryan Mbeumo,Ligue 1,2017-18,2.0,0.0,50.0,0.0,0.0,4,16.0
Bryan Pelé,Ligue 1,2017-18,57.0,24.0,67.5,2.95,32.0,31,52.096774193548384
Chaouki Ben Saada,Ligue 1,2017-18,26.0,10.0,74.5,4.47,18.0,16,21.375
Charles Traore,Ligue 1,2017-18,129.0,20.0,74.8,1.5,97.0,34,88.17647058823529
Christophe Hérelle,Ligue 1,2017-18,120.0,5.0,83.4,0.58,96.0,34,86.97058823529412
Erwin Zelazny,Ligue 1,2017-18,0.0,0.0,57.6,0.06,11.0,17,90.0
François Bellugou,Ligue 1,2017-18,84.0,6.0,78.9,0.54,61.0,30,72.56666666666666
Gabriel Magalhães,Ligue 1,2017-18,5.0,0.0,73.8,0.0,2.0,1,84.0
Jimmy Giraudon,Ligue 1,2017-18,80.0,2.0,79.2,0.3,75.0,25,83.68
Johann Obiang,Ligue 1,2017-18,25.0,2.0,68.4,1.15,10.0,8,58.75
Jonathan Tinhan,Ligue 1,2017-18,1.0,1.0,50.0,2.47,1.0,5,14.6
Jérémy Cordoval,Ligue 1,2017-18,33.0,3.0,78.0,0.88,21.0,11,83.54545454545455
Karim Azamoum,Ligue 1,2017-18,80.0,21.0,68.5,1.76,69.0,30,75.03333333333333
Mamadou Samassa,Ligue 1,2017-18,1.0,1.0,54.7,0.1,7.0,21,90.0
Mathieu Deplagne,Ligue 1,2017-18,115.0,14.0,79.2,1.23,79.0,28,86.07142857142857
Oswaldo Vizcarrondo,Ligue 1,2017-18,42.0,2.0,82.5,0.42,33.0,20,85.75
Rémi Walter,Ligue 1,2017-18,36.0,2.0,82.2,0.72,39.0,12,83.08333333333333
Samuel Grandsir,Ligue 1,2017-18,108.0,33.0,70.3,2.73,56.0,36,72.30555555555556
Saîf-Eddine Khaoui,Ligue 1,2017-18,72.0,31.0,64.7,3.77,53.0,32,61.125
Stéphane Darbion,Ligue 1,2017-18,82.0,20.0,74.6,2.32,46.0,23,74.17391304347827
Suk Hyun-jun,Ligue 1,2017-18,17.0,12.0,53.6,1.73,9.0,26,45.96153846153846
Tristan Dingomé,Ligue 1,2017-18,68.0,14.0,79.6,2.04,57.0,14,85.14285714285714
Alfreð Finnbogason,Bundesliga,2017-18,41.0,33.0,70.9,3.37,27.0,22,82.45454545454545
Andreas Luthe,Bundesliga,2017-18,0.0,0.0,79.7,0.0,0.0,2,90.0
Caiuby,Bundesliga,2017-18,84.0,32.0,65.3,2.68,68.0,33,86.51515151515152
Christoph Janker,Bundesliga,2017-18,2.0,0.0,57.1,0.0,1.0,5,15.6
Daniel Baier,Bundesliga,2017-18,197.0,27.0,72.7,2.59,153.0,29,87.51724137931035
Daniel Opare,Bundesliga,2017-18,54.0,6.0,60.7,1.59,36.0,17,83.3529411764706
Erik Thommy,Bundesliga,2017-18,7.0,3.0,71.2,3.75,4.0,6,27.833333333333332
Gojko Kačar,Bundesliga,2017-18,1.0,0.0,74.7,0.39,0.0,6,38.0
Jan Morávek,Bundesliga,2017-18,36.0,7.0,75.4,2.31,25.0,16,43.875
Jeffrey Gouweleeuw,Bundesliga,2017-18,108.0,7.0,77.3,0.91,106.0,27,88.33333333333333
Ji Dong-won,Bundesliga,2017-18,0.0,0.0,40.0,0.0,0.0,3,6.333333333333333
Jonathan Schmid,Bundesliga,2017-18,34.0,28.0,70.5,3.12,18.0,25,58.92
Kevin Danso,Bundesliga,2017-18,36.0,3.0,67.9,0.98,25.0,16,69.0625
Kilian Jakob,Bundesliga,2017-18,3.0,0.0,50.0,0.0,1.0,1,50.0
Koo Ja-cheol,Bundesliga,2017-18,68.0,11.0,79.0,2.02,61.0,28,73.07142857142857
Kostas Stafylidis,Bundesliga,2017-18,0.0,0.0,40.0,0.0,0.0,2,16.5
Marcel Heller,Bundesliga,2017-18,26.0,16.0,53.8,2.49,7.0,24,54.125
Marco Richter,Bundesliga,2017-18,15.0,8.0,71.3,3.01,7.0,12,53.666666666666664
Martin Hinteregger,Bundesliga,2017-18,90.0,8.0,78.0,0.71,72.0,30,88.5
Marwin Hitz,Bundesliga,2017-18,0.0,1.0,72.1,0.16,16.0,32,90.0
Michael Gregoritsch,Bundesliga,2017-18,79.0,21.0,66.8,2.67,60.0,32,78.96875
Philipp Max,Bundesliga,2017-18,102.0,79.0,65.7,3.56,64.0,33,89.66666666666667
Rani Khedira,Bundesliga,2017-18,84.0,10.0,74.5,1.03,48.0,30,75.83333333333333
Raphael Framberger,Bundesliga,2017-18,38.0,10.0,69.9,2.46,24.0,9,77.33333333333333
Sergio Córdova,Bundesliga,2017-18,11.0,8.0,73.5,2.61,9.0,26,22.53846153846154
Shawn Parker,Bundesliga,2017-18,1.0,1.0,55.6,1.96,0.0,2,23.0
Simon Asta,Bundesliga,2017-18,0.0,0.0,80.0,0.0,0.0,1,11.0
Arjen Robben,Bundesliga,2017-18,122.0,34.0,80.6,5.91,60.0,21,71.76190476190476
Arturo Vidal,Bundesliga,2017-18,130.0,26.0,87.7,3.46,110.0,22,66.18181818181819
Corentin Tolisso,Bundesliga,2017-18,191.0,19.0,89.6,3.41,202.0,26,60.57692307692308
David Alaba,Bundesliga,2017-18,110.0,22.0,84.2,3.07,90.0,23,67.43478260869566
Franck Evina,Bundesliga,2017-18,2.0,1.0,76.5,2.45,0.0,2,55.0
Franck Ribéry,Bundesliga,2017-18,93.0,34.0,83.7,6.14,62.0,20,60.15
James Rodríguez,Bundesliga,2017-18,204.0,63.0,84.7,6.11,180.0,23,70.47826086956522
Javi Martínez,Bundesliga,2017-18,112.0,12.0,88.0,1.62,114.0,22,73.13636363636364
Joshua Kimmich,Bundesliga,2017-18,176.0,53.0,84.0,3.86,137.0,29,80.3103448275862
Juan Bernat,Bundesliga,2017-18,42.0,11.0,89.7,2.64,24.0,11,80.72727272727273
Jérôme Boateng,Bundesliga,2017-18,127.0,12.0,85.5,1.48,171.0,19,86.3157894736842
Kingsley Coman,Bundesliga,2017-18,60.0,22.0,79.4,5.38,26.0,21,54.904761904761905
Kwasi Okyere Wriedt,Bundesliga,2017-18,0.0,0.0,50.0,3.91,1.0,1,23.0
Lars Lukas Mai,Bundesliga,2017-18,2.0,0.0,90.3,0.0,1.0,2,90.0
Manuel Neuer,Bundesliga,2017-18,0.0,0.0,86.3,0.0,1.0,3,90.0
Marco Friedl,Bundesliga,2017-18,8.0,3.0,86.5,10.0,9.0,1,45.0
Mats Hummels,Bundesliga,2017-18,184.0,7.0,87.0,1.59,194.0,26,85.11538461538461
Meritan Shabani,Bundesliga,2017-18,1.0,0.0,68.8,0.0,0.0,1,55.0
Niklas Dorsch,Bundesliga,2017-18,6.0,1.0,80.0,2.0,1.0,1,90.0
Niklas Süle,Bundesliga,2017-18,113.0,5.0,92.4,0.84,133.0,27,71.33333333333333
Rafinha,Bundesliga,2017-18,174.0,22.0,87.5,2.43,167.0,27,68.55555555555556
Robert Lewandowski,Bundesliga,2017-18,71.0,21.0,77.0,2.94,41.0,30,72.4
Sandro Wagner,Bundesliga,2017-18,14.0,3.0,74.0,1.37,12.0,14,51.857142857142854
Sebastian Rudy,Bundesliga,2017-18,121.0,20.0,87.2,2.67,112.0,25,60.6
Sven Ulreich,Bundesliga,2017-18,0.0,0.0,77.2,0.03,6.0,29,90.0
Thiago Alcántara,Bundesliga,2017-18,183.0,29.0,90.6,4.33,174.0,19,65.63157894736842
Thomas Müller,Bundesliga,2017-18,87.0,57.0,73.4,4.13,54.0,29,69.13793103448276
Tom Starke,Bundesliga,2017-18,0.0,0.0,68.4,0.0,0.0,2,90.0
Alexander Isak,Bundesliga,2017-18,4.0,2.0,73.1,3.78,0.0,5,23.8
Andriy Yarmolenko,Bundesliga,2017-18,42.0,28.0,73.0,4.86,19.0,18,57.72222222222222
André Schürrle,Bundesliga,2017-18,57.0,18.0,72.8,3.43,27.0,18,68.66666666666667
Christian Pulisic,Bundesliga,2017-18,64.0,30.0,74.8,3.05,37.0,32,71.9375
Dan-Axel Zagadou,Bundesliga,2017-18,35.0,2.0,81.8,1.79,30.0,11,59.72727272727273
Felix Passlack,Bundesliga,2017-18,2.0,0.0,88.9,0.0,1.0,1,13.0
Gonzalo Castro,Bundesliga,2017-18,97.0,36.0,82.3,4.33,88.0,19,63.473684210526315
Jacob Bruun Larsen,Bundesliga,2017-18,0.0,0.0,100.0,0.0,0.0,1,7.0
Jadon Sancho,Bundesliga,2017-18,31.0,19.0,81.8,5.49,12.0,12,57.5
Jeremy Toljan,Bundesliga,2017-18,66.0,12.0,80.6,2.45,47.0,16,75.6875
Julian Weigl,Bundesliga,2017-18,126.0,7.0,85.6,0.97,99.0,25,77.76
Mahmoud Dahoud,Bundesliga,2017-18,74.0,22.0,82.9,3.22,49.0,23,49.82608695652174
Manuel Akanji,Bundesliga,2017-18,47.0,1.0,85.3,0.7,43.0,11,82.18181818181819
Marc Bartra,Bundesliga,2017-18,60.0,4.0,78.0,1.34,51.0,12,67.25
Marcel Schmelzer,Bundesliga,2017-18,113.0,11.0,81.0,1.57,98.0,18,82.83333333333333
Marco Reus,Bundesliga,2017-18,44.0,18.0,76.0,3.59,30.0,11,84.36363636363636
Mario Götze,Bundesliga,2017-18,125.0,40.0,79.1,4.33,76.0,23,69.6086956521739
Maximilian Philipp,Bundesliga,2017-18,28.0,14.0,71.3,2.99,16.0,20,60.15
Michy Batshuayi,Bundesliga,2017-18,18.0,4.0,68.0,2.26,11.0,10,83.9
Neven Subotić,Bundesliga,2017-18,11.0,0.0,85.2,0.66,13.0,4,67.75
Nuri Şahin,Bundesliga,2017-18,147.0,22.0,83.4,3.45,137.0,18,68.05555555555556
Pierre-Emerick Aubameyang,Bundesliga,2017-18,26.0,16.0,72.4,2.35,18.0,16,88.5
Raphaël Guerreiro,Bundesliga,2017-18,33.0,9.0,79.9,2.8,16.0,9,60.77777777777778
Roman Bürki,Bundesliga,2017-18,5.0,0.0,72.5,0.21,15.0,33,89.96969696969697
Roman Weidenfeller,Bundesliga,2017-18,0.0,0.0,46.3,0.0,1.0,2,45.5
Sergio Gómez,Bundesliga,2017-18,1.0,1.0,100.0,20.0,1.0,2,4.5
Shinji Kagawa,Bundesliga,2017-18,109.0,22.0,84.3,3.39,77.0,19,61.36842105263158
Sokratis Papastathopoulos,Bundesliga,2017-18,115.0,5.0,86.7,0.83,125.0,30,79.1
Ömer Toprak,Bundesliga,2017-18,111.0,5.0,89.7,0.89,132.0,26,77.6923076923077
Łukasz Piszczek,Bundesliga,2017-18,121.0,17.0,78.6,1.89,95.0,24,89.08333333333333
Alexander Meier,Bundesliga,2017-18,0.0,0.0,66.7,22.5,0.0,1,4.0
Ante Rebić,Bundesliga,2017-18,59.0,26.0,54.3,3.5,28.0,25,70.04
Aymen Barkok,Bundesliga,2017-18,9.0,7.0,73.3,2.29,7.0,9,34.888888888888886
Branimir Hrgota,Bundesliga,2017-18,3.0,2.0,68.1,2.28,3.0,6,32.666666666666664
Carlos Salcedo,Bundesliga,2017-18,65.0,1.0,80.0,0.45,50.0,20,80.35
Daichi Kamada,Bundesliga,2017-18,3.0,1.0,84.4,1.25,1.0,3,48.0
Danny Blum,Bundesliga,2017-18,1.0,0.0,63.6,3.1,0.0,2,14.5
Danny da Costa,Bundesliga,2017-18,59.0,13.0,71.7,1.87,36.0,17,70.70588235294117
David Abraham,Bundesliga,2017-18,103.0,7.0,82.4,0.78,77.0,27,85.25925925925925
Gelson Fernandes,Bundesliga,2017-18,34.0,0.0,81.3,0.87,19.0,19,54.526315789473685
Jetro Willems,Bundesliga,2017-18,77.0,35.0,69.9,3.89,53.0,23,72.34782608695652
Jonathan de Guzmán,Bundesliga,2017-18,83.0,19.0,75.4,3.46,58.0,16,68.25
Kevin-Prince Boateng,Bundesliga,2017-18,143.0,17.0,75.9,2.21,105.0,31,76.03225806451613
Luka Jović,Bundesliga,2017-18,13.0,8.0,71.9,2.21,15.0,22,42.54545454545455
Lukáš Hrádecký,Bundesliga,2017-18,0.0,0.0,66.3,0.18,46.0,34,90.0
Makoto Hasebe,Bundesliga,2017-18,72.0,4.0,87.6,0.73,56.0,24,87.08333333333333
Marc Stendera,Bundesliga,2017-18,22.0,1.0,67.1,1.94,17.0,7,53.142857142857146
Marco Fabián,Bundesliga,2017-18,23.0,8.0,84.5,2.56,15.0,7,60.285714285714285
Marco Russ,Bundesliga,2017-18,59.0,3.0,80.8,0.79,33.0,19,60.26315789473684
Marijan Ćavar,Bundesliga,2017-18,1.0,0.0,87.5,0.0,0.0,1,32.0
Marius Wolf,Bundesliga,2017-18,92.0,34.0,66.8,2.66,72.0,28,84.39285714285714
Mijat Gaćinović,Bundesliga,2017-18,65.0,21.0,68.7,2.53,51.0,29,62.58620689655172
Omar Mascarell,Bundesliga,2017-18,48.0,7.0,82.7,2.33,53.0,9,85.66666666666667
Simon Falette,Bundesliga,2017-18,109.0,6.0,75.6,0.94,96.0,27,81.88888888888889
Slobodan Medojević,Bundesliga,2017-18,4.0,0.0,71.4,3.1,1.0,1,29.0
Sébastien Haller,Bundesliga,2017-18,52.0,30.0,64.8,2.3,40.0,31,75.70967741935483
Taleb Tawatha,Bundesliga,2017-18,15.0,7.0,65.9,2.04,11.0,13,33.92307692307692
Timothy Chandler,Bundesliga,2017-18,78.0,25.0,63.3,2.24,51.0,24,78.83333333333333
Alexander Schwolow,Bundesliga,2017-18,2.0,2.0,63.1,0.37,51.0,33,88.06060606060606
Amir Abrashi,Bundesliga,2017-18,38.0,3.0,77.3,1.48,22.0,12,70.83333333333333
Bartosz Kapustka,Bundesliga,2017-18,3.0,0.0,50.0,0.38,4.0,7,33.57142857142857
Caleb Stanko,Bundesliga,2017-18,7.0,0.0,79.2,0.0,5.0,6,31.833333333333332
Christian Günter,Bundesliga,2017-18,125.0,52.0,69.7,2.91,97.0,34,90.0
Florian Kath,Bundesliga,2017-18,26.0,6.0,64.6,3.62,14.0,24,28.083333333333332
Florian Niederlechner,Bundesliga,2017-18,15.0,7.0,74.2,2.59,4.0,10,69.7
Janik Haberer,Bundesliga,2017-18,107.0,34.0,70.0,2.65,81.0,33,83.27272727272727
Julian Schuster,Bundesliga,2017-18,50.0,14.0,79.1,2.34,43.0,18,72.66666666666667
Karim Guédé,Bundesliga,2017-18,1.0,0.0,40.0,3.0,0.0,2,30.0
Lucas Höler,Bundesliga,2017-18,21.0,4.0,58.0,1.59,13.0,14,64.71428571428571
Lukas Kübler,Bundesliga,2017-18,41.0,3.0,70.5,0.63,24.0,15,76.73333333333333
Manuel Gulde,Bundesliga,2017-18,43.0,2.0,83.9,0.35,43.0,17,90.0
Marc-Oliver Kempf,Bundesliga,2017-18,35.0,4.0,79.8,0.6,28.0,12,75.08333333333333
Marco Terrazzino,Bundesliga,2017-18,64.0,29.0,79.3,3.98,47.0,24,62.041666666666664
Mike Frantz,Bundesliga,2017-18,33.0,9.0,69.4,1.99,17.0,15,69.4
Mohamed Dräger,Bundesliga,2017-18,0.0,0.0,41.7,0.0,0.0,2,26.0
Nicolas Höfler,Bundesliga,2017-18,130.0,17.0,86.0,2.03,115.0,27,83.66666666666667
Nils Petersen,Bundesliga,2017-18,48.0,36.0,63.4,2.89,33.0,32,70.125
Onur Bulut,Bundesliga,2017-18,1.0,1.0,50.0,2.31,1.0,1,39.0
Pascal Stenzel,Bundesliga,2017-18,82.0,17.0,77.8,1.85,54.0,25,77.64
Philipp Lienhart,Bundesliga,2017-18,22.0,1.0,80.2,0.21,19.0,11,78.63636363636364
Rafał Gikiewicz,Bundesliga,2017-18,0.0,0.0,57.3,0.0,2.0,2,77.0
Robin Koch,Bundesliga,2017-18,36.0,6.0,77.6,0.66,53.0,26,73.8076923076923
Ryan Kent,Bundesliga,2017-18,6.0,1.0,66.7,1.84,8.0,6,40.833333333333336
Tim Kleindienst,Bundesliga,2017-18,31.0,8.0,55.0,1.9,19.0,22,51.72727272727273
Vincent Sierro,Bundesliga,2017-18,12.0,4.0,65.2,2.54,9.0,4,53.25
Yoric Ravet,Bundesliga,2017-18,20.0,17.0,56.3,5.79,14.0,10,49.8
Çağlar Söyüncü,Bundesliga,2017-18,62.0,0.0,81.2,0.33,55.0,26,82.8076923076923
Christoph Kramer,Bundesliga,2017-18,142.0,13.0,87.3,1.25,136.0,27,79.66666666666667
Denis Zakaria,Bundesliga,2017-18,74.0,14.0,88.8,1.65,64.0,30,76.53333333333333
Fabian Johnson,Bundesliga,2017-18,8.0,3.0,63.8,1.16,6.0,10,46.5
Florian Mayer,Bundesliga,2017-18,0.0,0.0,100.0,0.0,1.0,1,19.0
Ibrahima Traoré,Bundesliga,2017-18,14.0,5.0,75.4,5.37,7.0,7,28.714285714285715
Jannik Vestergaard,Bundesliga,2017-18,114.0,4.0,85.0,0.53,122.0,32,90.0
Jonas Hofmann,Bundesliga,2017-18,41.0,22.0,71.5,4.28,27.0,23,44.91304347826087
Josip Drmić,Bundesliga,2017-18,4.0,3.0,66.9,2.31,8.0,13,35.92307692307692
Julio Villalba,Bundesliga,2017-18,0.0,0.0,40.0,0.0,0.0,1,8.0
Lars Stindl,Bundesliga,2017-18,187.0,53.0,81.8,4.59,138.0,31,87.96774193548387
László Bénes,Bundesliga,2017-18,3.0,3.0,80.0,6.92,2.0,2,19.0
Mandela Egbo,Bundesliga,2017-18,0.0,0.0,100.0,0.0,0.0,1,11.0
Marcel Benger,Bundesliga,2017-18,0.0,0.0,100.0,0.0,0.0,1,2.0
Matthias Ginter,Bundesliga,2017-18,138.0,7.0,86.8,0.71,106.0,34,90.0
Mickaël Cuisance,Bundesliga,2017-18,71.0,20.0,79.1,3.51,75.0,24,50.291666666666664
Nico Elvedi,Bundesliga,2017-18,139.0,21.0,83.3,1.54,99.0,33,88.3030303030303
Oscar Wendt,Bundesliga,2017-18,91.0,25.0,75.9,1.61,69.0,28,87.75
Patrick Herrmann,Bundesliga,2017-18,28.0,14.0,68.7,2.4,17.0,23,48.869565217391305
Raffael,Bundesliga,2017-18,98.0,34.0,82.4,3.65,61.0,27,76.70370370370371
Raúl Bobadilla,Bundesliga,2017-18,6.0,6.0,73.2,2.41,4.0,13,34.53846153846154
Reece Oxford,Bundesliga,2017-18,21.0,2.0,74.3,1.36,16.0,7,66.14285714285714
Thorgan Hazard,Bundesliga,2017-18,124.0,64.0,71.4,4.32,69.0,34,86.44117647058823
Tobias Sippel,Bundesliga,2017-18,1.0,1.0,67.0,0.21,6.0,5,87.0
Tobias Strobl,Bundesliga,2017-18,4.0,2.0,87.0,1.58,6.0,4,28.75
Tony Jantschke,Bundesliga,2017-18,33.0,2.0,71.2,0.75,35.0,13,55.92307692307692
Vincenzo Grifo,Bundesliga,2017-18,44.0,20.0,71.7,4.01,23.0,17,46.23529411764706
Yann Sommer,Bundesliga,2017-18,0.0,0.0,73.1,0.07,9.0,30,87.5
Aaron Hunt,Bundesliga,2017-18,134.0,60.0,73.1,4.63,100.0,28,74.32142857142857
Albin Ekdal,Bundesliga,2017-18,67.0,7.0,75.9,1.87,48.0,19,58.31578947368421
André Hahn,Bundesliga,2017-18,24.0,9.0,50.5,1.66,12.0,23,59.04347826086956
Bakery Jatta,Bundesliga,2017-18,5.0,3.0,62.5,2.12,5.0,10,29.7
Bobby Wood,Bundesliga,2017-18,29.0,18.0,71.0,2.02,16.0,24,67.04166666666667
Christian Mathenia,Bundesliga,2017-18,0.0,1.0,58.2,0.17,7.0,24,90.0
Dennis Diekmeier,Bundesliga,2017-18,79.0,18.0,60.8,2.02,66.0,22,84.9090909090909
Douglas Santos,Bundesliga,2017-18,129.0,22.0,69.4,2.04,114.0,27,88.07407407407408
Filip Kostić,Bundesliga,2017-18,59.0,29.0,57.7,3.03,30.0,30,81.26666666666667
Gideon Jung,Bundesliga,2017-18,110.0,9.0,77.8,0.81,81.0,30,85.66666666666667
Gōtoku Sakai,Bundesliga,2017-18,151.0,13.0,75.7,1.57,116.0,28,81.75
Jann-Fiete Arp,Bundesliga,2017-18,5.0,3.0,57.6,1.91,6.0,18,47.22222222222222
Josha Vagnoman,Bundesliga,2017-18,0.0,0.0,66.7,0.0,1.0,1,21.0
Julian Pollersbeck,Bundesliga,2017-18,0.0,0.0,74.2,0.2,11.0,10,90.0
Kyriakos Papadopoulos,Bundesliga,2017-18,106.0,9.0,73.2,0.69,78.0,29,90.0
Lewis Holtby,Bundesliga,2017-18,56.0,14.0,77.1,3.39,40.0,16,74.75
Luca Waldschmidt,Bundesliga,2017-18,33.0,7.0,71.1,2.83,24.0,20,39.7
Mohamed Gouaida,Bundesliga,2017-18,0.0,0.0,80.8,0.0,0.0,1,58.0
Mërgim Mavraj,Bundesliga,2017-18,49.0,3.0,76.6,0.44,38.0,17,85.0
Nicolai Müller,Bundesliga,2017-18,1.0,1.0,83.3,3.46,1.0,2,50.5
Rick van Drongelen,Bundesliga,2017-18,53.0,0.0,72.5,0.62,40.0,18,80.0
Sejad Salihović,Bundesliga,2017-18,19.0,8.0,71.3,3.41,18.0,10,37.0
