league,season,team,player,nation,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
Serie A,2019-20,Atalanta,Robin Gosens,GER,25,1994,34,31,2617,29.1,9,7,16,9,0,0,3,0,0.31,0.24,0.55,0.31,0.55
Serie A,2019-20,Atalanta,Ruslan Malinovskyi,UKR,26,1993,34,12,1535,17.1,8,3,11,8,0,1,7,1,0.47,0.18,0.64,0.47,0.64
Serie A,2019-20,Atalanta,Timothy Castagne,BEL,23,1995,27,19,1769,19.7,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15
Serie A,2019-20,Bologna,Andrea Poli,ITA,29,1989,28,22,1919,21.3,2,0,2,2,0,0,5,0,0.09,0.0,0.09,0.09,0.09
Serie A,2019-20,Bologna,Andreas Skov Olsen,DEN,19,1999,26,7,760,8.4,1,0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12
Serie A,2019-20,Bologna,Andri Fannar Baldursson,ISL,17,2002,7,0,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Bologna,Blerim Džemaili,SUI,33,1986,14,8,698,7.8,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26
Serie A,2019-20,Bologna,Dion Ruffo Luci,ITA,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Bologna,Gary Medel,CHI,31,1987,23,22,1784,19.8,0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Bologna,Jerdy Schouten,NED,22,1997,19,13,1082,12.0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Bologna,Kingsley Michael,NGA,19,1999,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Bologna,Mattias Svanberg,SWE,20,1999,25,12,1051,11.7,1,2,3,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26
Serie A,2019-20,Bologna,Musa Barrow,GAM,20,1998,18,14,1354,15.0,9,2,11,8,1,1,1,0,0.6,0.13,0.73,0.53,0.66
Serie A,2019-20,Bologna,Musa Juwara,GAM,17,2001,7,1,153,1.7,1,0,1,1,0,0,1,0,0.59,0.0,0.59,0.59,0.59
Serie A,2019-20,Bologna,Nicola Sansone,ITA,27,1991,33,26,2269,25.2,4,3,7,1,3,4,6,0,0.16,0.12,0.28,0.04,0.16
Serie A,2019-20,Bologna,Nicolás Domínguez,ARG,21,1998,16,7,699,7.8,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13
Serie A,2019-20,Bologna,Riccardo Orsolini,ITA,22,1997,37,32,2681,29.8,8,6,14,8,0,0,3,0,0.27,0.2,0.47,0.27,0.47
Serie A,2019-20,Bologna,Roberto Soriano,ITA,28,1991,29,29,2469,27.4,5,5,10,5,0,0,4,2,0.18,0.18,0.36,0.18,0.36
Serie A,2019-20,Brescia,Birkir Bjarnason,ISL,31,1988,13,9,798,8.9,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11
Serie A,2019-20,Brescia,Bruno Martella,ITA,26,1992,24,13,1270,14.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Daniele Dessena,ITA,32,1987,24,22,1869,20.8,2,0,2,2,0,0,7,1,0.1,0.0,0.1,0.1,0.1
Serie A,2019-20,Brescia,Dimitri Bisoli,ITA,25,1994,25,24,2152,23.9,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08
Serie A,2019-20,Brescia,Emanuele Ndoj,ALB,22,1996,18,6,555,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Florian Ayé,FRA,22,1997,22,15,1380,15.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Jaromír Zmrhal,CZE,25,1993,21,11,1125,12.5,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16
Serie A,2019-20,Brescia,Leonardo Morosini,ITA,23,1995,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Luca Tremolada,ITA,27,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Mattia Viviani,ITA,18,2000,8,3,344,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Brescia,Nikolas Špalek,SVK,22,1997,25,20,1579,17.5,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17
Serie A,2019-20,Brescia,Rômulo,ITA,32,1987,22,19,1723,19.1,1,3,4,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21
Serie A,2019-20,Brescia,Sandro Tonali,ITA,19,2000,35,34,3014,33.5,1,7,8,1,0,0,9,0,0.03,0.21,0.24,0.03,0.24
Serie A,2019-20,Brescia,Simon Skrabb,FIN,24,1995,10,3,257,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Cagliari,Alessandro Deiola,ITA,23,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Cagliari,Artur Ioniță,MDA,28,1990,34,21,1897,21.1,0,2,2,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,Cagliari,Babis Lykogiannis,GRE,25,1993,20,14,1338,14.9,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07
Serie A,2019-20,Cagliari,Christian Oliva,URU,23,1996,11,4,469,5.2,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38
Serie A,2019-20,Cagliari,Daniele Ragatzu,ITA,27,1991,13,2,313,3.5,1,0,1,1,0,0,1,0,0.29,0.0,0.29,0.29,0.29
Serie A,2019-20,Cagliari,Federico Marigosu,ITA,18,2001,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Cagliari,Federico Mattiello,ITA,24,1995,18,9,930,10.3,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1
Serie A,2019-20,Cagliari,Gastón Pereiro,URU,24,1995,10,4,348,3.9,1,0,1,1,0,0,3,0,0.26,0.0,0.26,0.26,0.26
Serie A,2019-20,Cagliari,João Pedro,ITA,27,1992,36,35,3151,35.0,18,4,22,14,4,6,6,0,0.51,0.11,0.63,0.4,0.51
Serie A,2019-20,Cagliari,Luca Cigarini,ITA,33,1986,22,19,1598,17.8,0,4,4,0,0,0,8,1,0.0,0.23,0.23,0.0,0.23
Serie A,2019-20,Cagliari,Luca Pellegrini,ITA,20,1999,24,22,1908,21.2,0,5,5,0,0,0,10,0,0.0,0.24,0.24,0.0,0.24
Serie A,2019-20,Cagliari,Lucas Castro,ARG,30,1989,15,6,606,6.7,2,0,2,2,0,0,2,0,0.3,0.0,0.3,0.3,0.3
Serie A,2019-20,Cagliari,Marko Rog,CRO,24,1995,30,28,2317,25.7,1,1,2,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08
Serie A,2019-20,Cagliari,Nahitan Nández,URU,23,1995,35,32,2898,32.2,2,3,5,2,0,0,14,0,0.06,0.09,0.16,0.06,0.16
Serie A,2019-20,Cagliari,Paolo Faragò,ITA,26,1993,21,14,1343,14.9,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13
Serie A,2019-20,Cagliari,Radja Nainggolan,BEL,31,1988,26,25,2071,23.0,6,7,13,6,0,0,5,0,0.26,0.3,0.56,0.26,0.56
Serie A,2019-20,Cagliari,Riccardo Ladinetti,ITA,18,2000,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Cagliari,Valter Birsa,SVN,32,1986,13,4,430,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Alfred Duncan,GHA,26,1993,13,10,887,9.9,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2
Serie A,2019-20,Fiorentina,Dalbert Henrique,BRA,25,1993,31,29,2484,27.6,0,5,5,0,0,0,8,1,0.0,0.18,0.18,0.0,0.18
Serie A,2019-20,Fiorentina,Erick Pulgar,CHI,25,1994,37,32,2950,32.8,7,6,13,0,7,8,9,0,0.21,0.18,0.4,0.0,0.18
Serie A,2019-20,Fiorentina,Federico Chiesa,ITA,21,1997,34,31,2637,29.3,11,6,17,10,1,2,7,0,0.38,0.2,0.58,0.34,0.55
Serie A,2019-20,Fiorentina,Gaetano Castrovilli,ITA,22,1997,33,31,2673,29.7,3,2,5,3,0,0,10,0,0.1,0.07,0.17,0.1,0.17
Serie A,2019-20,Fiorentina,Igor,BRA,21,1998,9,6,611,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Kevin Agudelo,COL,20,1998,3,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Lorenzo Venuti,ITA,24,1995,16,10,858,9.5,0,1,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
Serie A,2019-20,Fiorentina,Marco Benassi,ITA,24,1994,18,10,980,10.9,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18
Serie A,2019-20,Fiorentina,Milan Badelj,CRO,30,1989,22,20,1585,17.6,1,0,1,1,0,0,3,1,0.06,0.0,0.06,0.06,0.06
Serie A,2019-20,Fiorentina,Pol Lirola,ESP,21,1997,35,30,2648,29.4,0,2,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07
Serie A,2019-20,Fiorentina,Rachid Ghezzal,ALG,27,1992,19,9,828,9.2,1,0,1,1,0,0,5,0,0.11,0.0,0.11,0.11,0.11
Serie A,2019-20,Fiorentina,Riccardo Sottil,ITA,20,1999,18,4,514,5.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Sebastián Cristóforo,URU,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Szymon Żurkowski,POL,21,1997,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Fiorentina,Valentin Eysseric,FRA,27,1992,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Antonio Barreca,ITA,24,1995,18,11,1095,12.2,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Genoa,Christian Kouamé,CIV,21,1997,11,10,915,10.2,5,2,7,5,0,0,1,0,0.49,0.2,0.69,0.49,0.69
Serie A,2019-20,Genoa,Davide Biraschi,ITA,25,1994,24,22,1971,21.9,0,1,1,0,0,0,3,1,0.0,0.05,0.05,0.0,0.05
Serie A,2019-20,Genoa,Denilho Cleonise,NED,17,2001,4,0,47,0.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Domenico Criscito,ITA,32,1986,26,24,2053,22.8,8,0,8,0,8,10,7,0,0.35,0.0,0.35,0.0,0.0
Serie A,2019-20,Genoa,Filip Jagiełło,POL,21,1997,11,6,553,6.1,0,2,2,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33
Serie A,2019-20,Genoa,Francesco Cassata,ITA,22,1997,24,18,1458,16.2,2,0,2,2,0,0,11,2,0.12,0.0,0.12,0.12,0.12
Serie A,2019-20,Genoa,Goran Pandev,MKD,36,1983,34,18,1685,18.7,9,1,10,9,0,0,6,1,0.48,0.05,0.53,0.48,0.53
Serie A,2019-20,Genoa,Iago Falque,ESP,29,1990,10,6,519,5.8,2,1,3,0,2,3,0,0,0.35,0.17,0.52,0.0,0.17
Serie A,2019-20,Genoa,Ivan Radovanović,SRB,30,1988,19,15,1318,14.6,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07
Serie A,2019-20,Genoa,Kevin Agudelo,COL,20,1998,10,7,666,7.4,1,1,2,1,0,0,5,1,0.14,0.14,0.27,0.14,0.27
Serie A,2019-20,Genoa,Lasse Schöne,DEN,33,1986,32,29,2427,27.0,2,3,5,2,0,1,5,0,0.07,0.11,0.19,0.07,0.19
Serie A,2019-20,Genoa,Lukas Lerager,DEN,26,1993,21,15,1387,15.4,1,1,2,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13
Serie A,2019-20,Genoa,Marko Pajač,CRO,26,1993,11,8,759,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Nicolò Rovella,ITA,17,2001,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Paolo Ghiglione,ITA,22,1997,25,20,1717,19.1,0,5,5,0,0,0,4,0,0.0,0.26,0.26,0.0,0.26
Serie A,2019-20,Genoa,Peter Ankersen,DEN,28,1990,19,11,1063,11.8,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Genoa,Riccardo Saponara,ITA,27,1991,4,2,168,1.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Rômulo,ITA,32,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Genoa,Stefano Sturaro,ITA,26,1993,16,15,1252,13.9,1,2,3,1,0,0,7,0,0.07,0.14,0.22,0.07,0.22
Serie A,2019-20,Genoa,Valon Behrami,SUI,34,1985,17,13,1107,12.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Andrea Danzi,ITA,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Claud Adjapong,ITA,21,1998,5,2,231,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Darko Lazović,SRB,28,1990,38,37,3239,36.0,3,7,10,3,0,0,4,0,0.08,0.19,0.28,0.08,0.28
Serie A,2019-20,Hellas Verona,Davide Faraoni,ITA,27,1991,36,36,3228,35.9,5,3,8,5,0,0,6,0,0.14,0.08,0.22,0.14,0.22
Serie A,2019-20,Hellas Verona,Eddie Salcedo,ITA,17,2001,17,7,680,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
Serie A,2019-20,Hellas Verona,Emmanuel Agyemang-Badu,GHA,28,1990,10,2,230,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Fabio Borini,ITA,28,1991,14,9,808,9.0,3,0,3,2,1,1,1,1,0.33,0.0,0.33,0.22,0.22
Serie A,2019-20,Hellas Verona,Federico Dimarco,ITA,21,1997,13,5,521,5.8,0,3,3,0,0,0,1,0,0.0,0.52,0.52,0.0,0.52
Serie A,2019-20,Hellas Verona,Liam Henderson,SCO,23,1996,4,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Lucas Felippe,BRA,19,2000,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Mariusz Stępiński,POL,24,1995,21,7,706,7.8,3,1,4,3,0,0,3,1,0.38,0.13,0.51,0.38,0.51
Serie A,2019-20,Hellas Verona,Matteo Pessina,ITA,22,1997,35,27,2489,27.7,7,0,7,7,0,0,7,0,0.25,0.0,0.25,0.25,0.25
Serie A,2019-20,Hellas Verona,Mattia Zaccagni,ITA,24,1995,34,26,2114,23.5,2,5,7,2,0,0,5,0,0.09,0.21,0.3,0.09,0.3
Serie A,2019-20,Hellas Verona,Miguel Veloso,POR,33,1986,34,32,2811,31.2,3,4,7,3,0,0,6,0,0.1,0.13,0.22,0.1,0.22
Serie A,2019-20,Hellas Verona,Samuel Di Carmine,ITA,30,1988,22,17,1293,14.4,8,0,8,7,1,2,3,0,0.56,0.0,0.56,0.49,0.49
Serie A,2019-20,Hellas Verona,Sofyan Amrabat,MAR,22,1996,34,33,2919,32.4,1,1,2,0,1,1,10,2,0.03,0.03,0.06,0.0,0.03
Serie A,2019-20,Hellas Verona,Valentin Eysseric,FRA,27,1992,6,3,353,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Hellas Verona,Valerio Verre,ITA,25,1994,32,22,1774,19.7,3,2,5,1,2,2,4,0,0.15,0.1,0.25,0.05,0.15
Serie A,2019-20,Inter,Antonio Candreva,ITA,32,1987,32,24,1993,22.1,5,7,12,5,0,0,5,0,0.23,0.32,0.54,0.23,0.54
Serie A,2019-20,Inter,Ashley Young,ENG,34,1985,18,13,1185,13.2,4,4,8,4,0,0,1,0,0.3,0.3,0.61,0.3,0.61
Serie A,2019-20,Inter,Borja Valero,ESP,34,1985,19,9,931,10.3,2,0,2,2,0,0,4,0,0.19,0.0,0.19,0.19,0.19
Serie A,2019-20,Inter,Christian Eriksen,DEN,27,1992,17,8,703,7.8,1,2,3,1,0,0,0,0,0.13,0.26,0.38,0.13,0.38
Serie A,2019-20,Inter,Cristiano Biraghi,ITA,26,1992,26,18,1576,17.5,2,6,8,2,0,0,3,0,0.11,0.34,0.46,0.11,0.46
Serie A,2019-20,Inter,Danilo D'Ambrosio,ITA,30,1988,22,15,1402,15.6,4,0,4,4,0,0,6,0,0.26,0.0,0.26,0.26,0.26
Serie A,2019-20,Inter,Federico Dimarco,ITA,21,1997,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Inter,Kwadwo Asamoah,GHA,30,1988,8,7,639,7.1,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
Serie A,2019-20,Inter,Lucien Agoume,FRA,17,2002,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Inter,Marcelo Brozović,CRO,26,1992,32,30,2701,30.0,3,6,9,3,0,0,9,0,0.1,0.2,0.3,0.1,0.3
Serie A,2019-20,Inter,Matteo Politano,ITA,25,1993,11,2,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Inter,Matías Vecino,URU,27,1991,20,14,1282,14.2,2,2,4,2,0,0,4,0,0.14,0.14,0.28,0.14,0.28
Serie A,2019-20,Inter,Nicolò Barella,ITA,22,1997,27,23,2013,22.4,1,4,5,1,0,0,11,0,0.04,0.18,0.22,0.04,0.22
Serie A,2019-20,Inter,Roberto Gagliardini,ITA,25,1994,24,21,1797,20.0,4,2,6,4,0,0,5,0,0.2,0.1,0.3,0.2,0.3
Serie A,2019-20,Inter,Stefano Sensi,ITA,23,1995,12,9,723,8.0,3,2,5,3,0,0,2,0,0.37,0.25,0.62,0.37,0.62
Serie A,2019-20,Inter,Valentino Lazaro,AUT,23,1996,6,3,323,3.6,0,1,1,0,0,0,2,0,0.0,0.28,0.28,0.0,0.28
Serie A,2019-20,Inter,Victor Moses,NGA,28,1990,12,4,420,4.7,0,3,3,0,0,0,1,0,0.0,0.64,0.64,0.0,0.64
Serie A,2019-20,Juventus,Aaron Ramsey,WAL,28,1990,24,11,1051,11.7,3,1,4,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34
Serie A,2019-20,Juventus,Adrien Rabiot,FRA,24,1995,28,21,1912,21.2,1,1,2,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09
Serie A,2019-20,Juventus,Blaise Matuidi,FRA,32,1987,35,23,2237,24.9,0,2,2,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Juventus,Daouda Peeters,BEL,20,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Juventus,Douglas Costa,BRA,28,1990,23,7,802,8.9,1,4,5,1,0,0,1,0,0.11,0.45,0.56,0.11,0.56
Serie A,2019-20,Juventus,Emre Can,GER,25,1994,8,2,284,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Juventus,Federico Bernardeschi,ITA,25,1994,29,19,1571,17.5,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11
Serie A,2019-20,Juventus,Miralem Pjanić,BIH,29,1990,30,28,2277,25.3,3,6,9,3,0,0,10,0,0.12,0.24,0.36,0.12,0.36
Serie A,2019-20,Juventus,Paulo Dybala,ARG,25,1993,33,25,2155,23.9,11,6,17,10,1,1,5,0,0.46,0.25,0.71,0.42,0.67
Serie A,2019-20,Juventus,Rodrigo Bentancur,URU,22,1997,30,25,2196,24.4,0,7,7,0,0,0,9,0,0.0,0.29,0.29,0.0,0.29
Serie A,2019-20,Juventus,Sami Khedira,GER,32,1987,12,9,681,7.6,0,1,1,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13
Serie A,2019-20,Juventus,Simone Muratore,ITA,21,1998,4,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lazio,Adam Marušić,MNE,26,1992,15,10,942,10.5,2,1,3,2,0,0,3,0,0.19,0.1,0.29,0.19,0.29
Serie A,2019-20,Lazio,Anderson Lima,BRA,19,1999,6,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lazio,Bobby Adekanye,NED,20,1999,11,0,188,2.1,1,0,1,1,0,0,1,0,0.48,0.0,0.48,0.48,0.48
Serie A,2019-20,Lazio,Danilo Cataldi,ITA,24,1994,21,3,592,6.6,1,0,1,1,0,0,3,0,0.15,0.0,0.15,0.15,0.15
Serie A,2019-20,Lazio,Djavan Anderson,SUR,24,1995,6,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lazio,Jony,ESP,28,1991,24,14,1177,13.1,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Lazio,Jordan Lukaku,BEL,25,1994,13,1,396,4.4,0,2,2,0,0,0,2,0,0.0,0.45,0.45,0.0,0.45
Serie A,2019-20,Lazio,Lucas Leiva,BRA,32,1987,25,23,1808,20.1,0,1,1,0,0,0,10,1,0.0,0.05,0.05,0.0,0.05
Serie A,2019-20,Lazio,Luis Alberto,ESP,26,1992,36,36,3113,34.6,6,15,21,5,1,1,5,0,0.17,0.43,0.61,0.14,0.58
Serie A,2019-20,Lazio,Manuel Lazzari,ITA,25,1993,32,29,2548,28.3,0,3,3,0,0,0,6,0,0.0,0.11,0.11,0.0,0.11
Serie A,2019-20,Lazio,Marco Parolo,ITA,34,1985,29,17,1700,18.9,1,0,1,1,0,0,8,0,0.05,0.0,0.05,0.05,0.05
Serie A,2019-20,Lazio,Raúl Moro,ESP,16,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lazio,Senad Lulić,BIH,33,1986,20,20,1573,17.5,0,2,2,0,0,0,6,0,0.0,0.11,0.11,0.0,0.11
Serie A,2019-20,Lazio,Sergej Milinković-Savić,SRB,24,1995,37,35,3029,33.7,7,4,11,7,0,0,9,0,0.21,0.12,0.33,0.21,0.33
Serie A,2019-20,Lazio,Valon Berisha,KVX,26,1993,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lecce,Alessandro Deiola,ITA,23,1995,10,8,717,8.0,1,1,2,1,0,0,3,0,0.13,0.13,0.25,0.13,0.25
Serie A,2019-20,Lecce,Andrea La Mantia,ITA,28,1991,12,6,553,6.1,2,0,2,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33
Serie A,2019-20,Lecce,Andrea Tabanelli,ITA,29,1990,13,11,964,10.7,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09
Serie A,2019-20,Lecce,Antonín Barák,CZE,24,1994,16,15,1369,15.2,2,1,3,2,0,0,0,0,0.13,0.07,0.2,0.13,0.2
Serie A,2019-20,Lecce,Diego Farias,BRA,29,1990,18,7,824,9.2,2,0,2,2,0,0,3,1,0.22,0.0,0.22,0.22,0.22
Serie A,2019-20,Lecce,Edgaras Dubickas,LTU,21,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lecce,Filippo Falco,ITA,27,1992,30,24,2014,22.4,4,6,10,4,0,0,0,0,0.18,0.27,0.45,0.18,0.45
Serie A,2019-20,Lecce,Giannelli Imbula,COD,26,1992,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Lecce,Jacopo Petriccione,ITA,24,1995,31,24,2138,23.8,0,5,5,0,0,0,10,0,0.0,0.21,0.21,0.0,0.21
Serie A,2019-20,Lecce,Marco Mancosu,ITA,30,1988,33,28,2440,27.1,14,2,16,5,9,11,3,0,0.52,0.07,0.59,0.18,0.26
Serie A,2019-20,Lecce,Panagiotis Tachtsidis,GRE,28,1991,28,24,2003,22.3,0,2,2,0,0,0,7,1,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,Lecce,Riccardo Saponara,ITA,27,1991,13,11,947,10.5,2,4,6,2,0,0,2,0,0.19,0.38,0.57,0.19,0.57
Serie A,2019-20,Lecce,Yevhen Shakhov,UKR,28,1990,24,9,1085,12.1,1,2,3,1,0,0,3,0,0.08,0.17,0.25,0.08,0.25
Serie A,2019-20,Lecce,Žan Majer,SVN,27,1992,27,19,1664,18.5,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11
Serie A,2019-20,Milan,Alexis Saelemaekers,BEL,20,1999,13,6,684,7.6,1,0,1,1,0,0,4,1,0.13,0.0,0.13,0.13,0.13
Serie A,2019-20,Milan,Ante Rebić,CRO,25,1993,26,15,1395,15.5,11,3,14,11,0,0,5,0,0.71,0.19,0.9,0.71,0.9
Serie A,2019-20,Milan,Daniel Maldini,ITA,17,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Milan,Fabio Borini,ITA,28,1991,2,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Milan,Franck Kessié,CIV,22,1996,35,33,2904,32.3,4,1,5,2,2,2,3,0,0.12,0.03,0.15,0.06,0.09
Serie A,2019-20,Milan,Giacomo Bonaventura,ITA,29,1989,29,13,1338,14.9,3,5,8,3,0,0,2,0,0.2,0.34,0.54,0.2,0.54
Serie A,2019-20,Milan,Hakan Çalhanoğlu,TUR,25,1994,35,34,2704,30.0,9,9,18,8,1,1,6,0,0.3,0.3,0.6,0.27,0.57
Serie A,2019-20,Milan,Ismaël Bennacer,ALG,21,1997,31,28,2485,27.6,1,0,1,1,0,0,14,0,0.04,0.0,0.04,0.04,0.04
