league,season,team,player,nation,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
Serie A,2019-20,Milan,Lucas Biglia,ARG,33,1986,14,8,685,7.6,0,1,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13
Serie A,2019-20,Milan,Lucas Paquetá,BRA,21,1997,24,12,1103,12.3,0,1,1,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Milan,Marco Brescianini,ITA,19,2000,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Milan,Rade Krunić,BIH,25,1993,15,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
Serie A,2019-20,Milan,Rafael Leão,POR,20,1999,31,12,1404,15.6,6,1,7,6,0,0,0,0,0.38,0.06,0.45,0.38,0.45
Serie A,2019-20,Milan,Samu Castillejo,ESP,24,1995,22,16,1209,13.4,2,3,5,2,0,0,3,1,0.15,0.22,0.37,0.15,0.37
Serie A,2019-20,Milan,Suso,ESP,25,1993,16,15,1359,15.1,1,2,3,1,0,0,2,0,0.07,0.13,0.2,0.07,0.2
Serie A,2019-20,Napoli,Allan,BRA,28,1991,23,16,1280,14.2,2,1,3,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21
Serie A,2019-20,Napoli,Amin Younes,GER,25,1993,9,1,176,2.0,1,0,1,1,0,0,1,0,0.51,0.0,0.51,0.51,0.51
Serie A,2019-20,Napoli,Diego Demme,GER,27,1991,15,10,902,10.0,1,0,1,1,0,0,6,0,0.1,0.0,0.1,0.1,0.1
Serie A,2019-20,Napoli,Elif Elmas,MKD,19,1999,26,12,1134,12.6,1,1,2,1,0,0,7,0,0.08,0.08,0.16,0.08,0.16
Serie A,2019-20,Napoli,Fabián Ruiz Peña,ESP,23,1996,33,30,2684,29.8,3,6,9,3,0,0,2,0,0.1,0.2,0.3,0.1,0.3
Serie A,2019-20,Napoli,Hirving Lozano,MEX,24,1995,26,10,1025,11.4,4,1,5,4,0,0,3,0,0.35,0.09,0.44,0.35,0.44
Serie A,2019-20,Napoli,José Callejón,ESP,32,1987,33,25,2172,24.1,4,7,11,4,0,0,2,0,0.17,0.29,0.46,0.17,0.46
Serie A,2019-20,Napoli,Lorenzo Insigne,ITA,28,1991,37,34,2810,31.2,8,6,14,3,5,5,1,0,0.26,0.19,0.45,0.1,0.29
Serie A,2019-20,Napoli,Piotr Zieliński,POL,25,1994,37,32,2924,32.5,2,4,6,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18
Serie A,2019-20,Napoli,Stanislav Lobotka,SVK,24,1994,14,9,752,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Parma,Alberto Grassi,ITA,24,1995,16,6,641,7.1,1,1,2,1,0,0,6,0,0.14,0.14,0.28,0.14,0.28
Serie A,2019-20,Parma,Antonino Barillà,ITA,31,1988,26,20,1688,18.8,1,2,3,1,0,0,6,0,0.05,0.11,0.16,0.05,0.16
Serie A,2019-20,Parma,Dejan Kulusevski,SWE,19,2000,36,33,2930,32.6,10,8,18,9,1,1,3,0,0.31,0.25,0.55,0.28,0.52
Serie A,2019-20,Parma,Gastón Brugman,URU,26,1992,23,17,1458,16.2,0,2,2,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12
Serie A,2019-20,Parma,Gianluca Caprari,ITA,26,1993,12,7,589,6.5,2,0,2,1,1,1,1,0,0.31,0.0,0.31,0.15,0.15
Serie A,2019-20,Parma,Hernani,BRA,25,1994,32,27,2419,26.9,0,4,4,0,0,0,10,0,0.0,0.15,0.15,0.0,0.15
Serie A,2019-20,Parma,Jasmin Kurtić,SVN,30,1989,20,18,1664,18.5,2,1,3,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16
Serie A,2019-20,Parma,Juraj Kucka,SVK,32,1987,26,22,1932,21.5,6,3,9,4,2,2,5,1,0.28,0.14,0.42,0.19,0.33
Serie A,2019-20,Parma,Luca Siligardi,ITA,31,1988,12,3,337,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27
Serie A,2019-20,Parma,Matteo Darmian,ITA,29,1989,33,30,2685,29.8,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07
Serie A,2019-20,Parma,Matteo Scozzarella,ITA,31,1988,16,12,920,10.2,0,3,3,0,0,0,2,0,0.0,0.29,0.29,0.0,0.29
Serie A,2019-20,Parma,Yann Karamoh,FRA,21,1998,14,5,573,6.4,1,1,2,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31
Serie A,2019-20,Roma,Alessandro Florenzi,ITA,28,1991,14,12,997,11.1,0,1,1,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,Roma,Amadou Diawara,GUI,22,1997,22,19,1518,16.9,1,1,2,0,1,1,4,0,0.06,0.06,0.12,0.0,0.06
Serie A,2019-20,Roma,Bruno Peres,BRA,29,1990,16,12,1056,11.7,2,2,4,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34
Serie A,2019-20,Roma,Bryan Cristante,ITA,24,1995,26,18,1616,18.0,1,3,4,1,0,0,7,1,0.06,0.17,0.22,0.06,0.22
Serie A,2019-20,Roma,Carles Pérez,ESP,21,1998,14,5,566,6.3,1,3,4,1,0,0,2,0,0.16,0.48,0.64,0.16,0.64
Serie A,2019-20,Roma,Cengiz Ünder,TUR,22,1997,18,10,873,9.7,3,0,3,3,0,0,2,0,0.31,0.0,0.31,0.31,0.31
Serie A,2019-20,Roma,Davide Zappacosta,ITA,27,1992,9,3,452,5.0,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2
Serie A,2019-20,Roma,Diego Perotti,ARG,31,1988,21,10,875,9.7,5,3,8,1,4,4,3,1,0.51,0.31,0.82,0.1,0.41
Serie A,2019-20,Roma,Gianluca Mancini,ITA,23,1996,32,31,2740,30.4,1,0,1,1,0,0,16,1,0.03,0.0,0.03,0.03,0.03
Serie A,2019-20,Roma,Gonzalo Villar,ESP,21,1998,9,2,299,3.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Roma,Henrikh Mkhitaryan,ARM,30,1989,22,16,1530,17.0,9,5,14,9,0,0,5,0,0.53,0.29,0.82,0.53,0.82
Serie A,2019-20,Roma,Javier Pastore,ARG,30,1989,11,5,514,5.7,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18
Serie A,2019-20,Roma,Jordan Veretout,FRA,26,1993,33,30,2629,29.2,6,0,6,1,5,5,6,0,0.21,0.0,0.21,0.03,0.03
Serie A,2019-20,Roma,Justin Kluivert,NED,20,1999,22,19,1514,16.8,4,1,5,4,0,0,6,1,0.24,0.06,0.3,0.24,0.3
Serie A,2019-20,Roma,Leonardo Spinazzola,ITA,26,1993,24,18,1548,17.2,1,2,3,1,0,0,2,0,0.06,0.12,0.17,0.06,0.17
Serie A,2019-20,Roma,Lorenzo Pellegrini,ITA,23,1996,27,26,2097,23.3,1,9,10,1,0,0,8,1,0.04,0.39,0.43,0.04,0.43
Serie A,2019-20,Roma,Mirko Antonucci,ITA,20,1999,2,0,82,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Roma,Nicolò Zaniolo,ITA,20,1999,26,16,1503,16.7,6,2,8,6,0,0,8,0,0.36,0.12,0.48,0.36,0.48
Serie A,2019-20,Roma,Riccardo Calafiori,ITA,17,2002,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Alessandro Murgia,ITA,22,1996,25,19,1750,19.4,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
Serie A,2019-20,SPAL,Arkadiusz Reca,POL,24,1995,25,22,1928,21.4,0,2,2,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,SPAL,Bryan Dabo,BFA,27,1992,16,13,1122,12.5,1,4,5,1,0,0,4,0,0.08,0.32,0.4,0.08,0.4
Serie A,2019-20,SPAL,Gabriel Strefezza,BRA,22,1997,32,24,2110,23.4,1,2,3,1,0,0,9,1,0.04,0.09,0.13,0.04,0.13
Serie A,2019-20,SPAL,Georgi Tunjov,EST,18,2001,10,3,284,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Igor,BRA,21,1998,17,15,1337,14.9,0,1,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07
Serie A,2019-20,SPAL,Jacopo Sala,ITA,27,1991,16,9,853,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Jakub Iskra,POL,16,2002,2,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Jasmin Kurtić,SVN,30,1989,16,16,1409,15.7,2,0,2,2,0,0,5,0,0.13,0.0,0.13,0.13,0.13
Serie A,2019-20,SPAL,Krisztofer Horváth,HUN,17,2002,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Lucas Castro,ARG,30,1989,7,6,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Marco D'Alessandro,ITA,28,1991,15,10,781,8.7,2,0,2,2,0,0,0,1,0.23,0.0,0.23,0.23,0.23
Serie A,2019-20,SPAL,Marko Janković,MNE,24,1995,6,1,115,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Mattia Valoti,ITA,25,1993,27,18,1527,17.0,3,1,4,3,0,0,7,0,0.18,0.06,0.24,0.18,0.24
Serie A,2019-20,SPAL,Mirko Valdifiori,ITA,33,1986,22,15,1400,15.6,0,3,3,0,0,0,5,0,0.0,0.19,0.19,0.0,0.19
Serie A,2019-20,SPAL,Mohamed Fares,ALG,23,1996,8,5,421,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,SPAL,Simone Missiroli,ITA,33,1986,34,31,2798,31.1,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03
Serie A,2019-20,SPAL,Thiago Cionek,POL,33,1986,28,23,2169,24.1,0,1,1,0,0,0,11,0,0.0,0.04,0.04,0.0,0.04
Serie A,2019-20,Sampdoria,Albin Ekdal,SWE,30,1989,32,27,2385,26.5,0,2,2,0,0,0,8,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Sampdoria,Andrea Bertolacci,ITA,28,1991,12,8,534,5.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sampdoria,Emiliano Rigoni,ARG,26,1993,8,4,431,4.8,0,1,1,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21
Serie A,2019-20,Sampdoria,Fabio Depaoli,ITA,22,1997,29,21,1854,20.6,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05
Serie A,2019-20,Sampdoria,Gastón Ramírez,URU,28,1990,26,19,1392,15.5,7,2,9,4,3,3,5,0,0.45,0.13,0.58,0.26,0.39
Serie A,2019-20,Sampdoria,Gianluca Caprari,ITA,26,1993,18,5,667,7.4,3,0,3,3,0,0,4,1,0.4,0.0,0.4,0.4,0.4
Serie A,2019-20,Sampdoria,Gonzalo Maroni,ARG,20,1999,5,1,181,2.0,0,1,1,0,0,1,0,0,0.0,0.5,0.5,0.0,0.5
Serie A,2019-20,Sampdoria,Jakub Jankto,CZE,23,1996,30,25,2095,23.3,2,4,6,2,0,0,8,0,0.09,0.17,0.26,0.09,0.26
Serie A,2019-20,Sampdoria,Karol Linetty,POL,24,1995,28,22,2019,22.4,4,3,7,4,0,0,4,0,0.18,0.13,0.31,0.18,0.31
Serie A,2019-20,Sampdoria,Kristoffer Askildsen,NOR,18,2001,4,0,76,0.8,1,0,1,1,0,0,2,1,1.18,0.0,1.18,1.18,1.18
Serie A,2019-20,Sampdoria,Mehdi Léris,ALG,21,1998,15,3,509,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35
Serie A,2019-20,Sampdoria,Morten Thorsby,NOR,23,1996,24,21,1865,20.7,1,1,2,1,0,0,9,1,0.05,0.05,0.1,0.05,0.1
Serie A,2019-20,Sampdoria,Nicola Murru,ITA,24,1994,28,26,2259,25.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sampdoria,Ronaldo Vieira,GNB,21,1998,27,20,1819,20.2,0,1,1,0,0,0,11,1,0.0,0.05,0.05,0.0,0.05
Serie A,2019-20,Sampdoria,Édgar Barreto,PAR,35,1984,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sassuolo,Alfred Duncan,GHA,26,1993,13,10,843,9.4,1,5,6,1,0,0,3,0,0.11,0.53,0.64,0.11,0.64
Serie A,2019-20,Sassuolo,Andrea Ghion,ITA,19,2000,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sassuolo,Domenico Berardi,ITA,24,1994,31,29,2493,27.7,14,10,24,12,2,3,6,1,0.51,0.36,0.87,0.43,0.79
Serie A,2019-20,Sassuolo,Filip Đuričić,SRB,27,1992,29,19,1633,18.1,5,5,10,5,0,0,6,0,0.28,0.28,0.55,0.28,0.55
Serie A,2019-20,Sassuolo,Francesco Magnanelli,ITA,34,1984,22,15,1397,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sassuolo,Giacomo Manzari,ITA,18,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sassuolo,Giacomo Raspadori,ITA,19,2000,11,2,264,2.9,2,0,2,2,0,0,0,0,0.68,0.0,0.68,0.68,0.68
Serie A,2019-20,Sassuolo,Grégoire Defrel,MTQ,28,1991,17,9,980,10.9,3,3,6,2,1,1,1,0,0.28,0.28,0.55,0.18,0.46
Serie A,2019-20,Sassuolo,Hamed Junior Traorè,CIV,19,2000,31,20,1570,17.4,4,1,5,4,0,0,3,0,0.23,0.06,0.29,0.23,0.29
Serie A,2019-20,Sassuolo,Jeremie Boga,CIV,22,1997,34,28,2513,27.9,11,2,13,11,0,0,0,0,0.39,0.07,0.47,0.39,0.47
Serie A,2019-20,Sassuolo,Luca Mazzitelli,ITA,23,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Sassuolo,Lukáš Haraslín,SVK,23,1996,11,4,384,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
Serie A,2019-20,Sassuolo,Manuel Locatelli,ITA,21,1998,33,31,2586,28.7,0,5,5,0,0,0,9,0,0.0,0.17,0.17,0.0,0.17
Serie A,2019-20,Sassuolo,Mehdi Bourabia,MAR,27,1991,17,10,925,10.3,1,2,3,1,0,0,7,1,0.1,0.19,0.29,0.1,0.29
Serie A,2019-20,Sassuolo,Pedro Obiang,EQG,27,1992,25,18,1674,18.6,1,1,2,1,0,0,10,0,0.05,0.05,0.11,0.05,0.11
Serie A,2019-20,Torino,Christian Celesia,ITA,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Torino,Cristian Ansaldi,ARG,32,1986,27,21,1768,19.6,4,4,8,4,0,0,9,0,0.2,0.2,0.41,0.2,0.41
Serie A,2019-20,Torino,Daniele Baselli,ITA,27,1992,16,16,1278,14.2,0,2,2,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
Serie A,2019-20,Torino,Diego Laxalt,URU,26,1993,16,4,596,6.6,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15
Serie A,2019-20,Torino,Lorenzo De Silvestri,ITA,31,1988,29,28,2243,24.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Torino,Michel Ndary Adopo,FRA,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Torino,Ola Aina,NGA,22,1996,32,20,2079,23.1,0,2,2,0,0,0,8,0,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,Torino,Saša Lukić,SRB,22,1996,30,20,1861,20.7,1,1,2,1,0,0,5,1,0.05,0.05,0.1,0.05,0.1
Serie A,2019-20,Torino,Simone Edera,ITA,22,1997,13,4,398,4.4,1,1,2,1,0,0,4,1,0.23,0.23,0.45,0.23,0.45
Serie A,2019-20,Torino,Simone Verdi,ITA,27,1992,33,26,2073,23.0,2,6,8,2,0,0,4,0,0.09,0.26,0.35,0.09,0.35
Serie A,2019-20,Torino,Soualiho Meïté,FRA,25,1994,33,23,2201,24.5,0,2,2,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
Serie A,2019-20,Torino,Tomás Rincón,VEN,31,1988,32,31,2702,30.0,1,3,4,1,0,0,10,0,0.03,0.1,0.13,0.03,0.13
Serie A,2019-20,Torino,Wilfried Singo,CIV,18,2000,4,1,132,1.5,1,0,1,1,0,0,0,0,0.68,0.0,0.68,0.68,0.68
Serie A,2019-20,Torino,Álex Berenguer,ESP,24,1995,29,21,1823,20.3,6,2,8,6,0,0,4,0,0.3,0.1,0.39,0.3,0.39
Serie A,2019-20,Udinese,Giuseppe Pezzella,ITA,21,1997,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Hidde ter Avest,NED,22,1997,20,6,686,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Ignacio Pussetto,ARG,23,1995,12,2,341,3.8,1,0,1,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26
Serie A,2019-20,Udinese,Jens Stryger Larsen,DEN,28,1991,33,32,2789,31.0,1,3,4,1,0,0,5,0,0.03,0.1,0.13,0.03,0.13
Serie A,2019-20,Udinese,Ken Sema,SWE,25,1993,32,30,2453,27.3,2,1,3,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11
Serie A,2019-20,Udinese,Marco Ballarini,ITA,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Martin Palumbo,NOR,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Marvin Zeegelaar,NED,28,1990,13,6,593,6.6,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15
Serie A,2019-20,Udinese,Mato Jajalo,BIH,31,1988,26,19,1649,18.3,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Nicholas Opoku,GHA,21,1997,7,6,481,5.3,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
Serie A,2019-20,Udinese,Rodrigo De Paul,ARG,25,1994,34,33,2822,31.4,7,6,13,7,0,0,5,1,0.22,0.19,0.41,0.22,0.41
Serie A,2019-20,Udinese,Rolando Mandragora,ITA,22,1997,26,24,2050,22.8,0,2,2,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
Serie A,2019-20,Udinese,Samir Santos,BRA,24,1994,21,16,1546,17.2,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
Serie A,2019-20,Udinese,Seko Fofana,CIV,24,1995,32,24,2249,25.0,3,7,10,3,0,0,4,0,0.12,0.28,0.4,0.12,0.4
Serie A,2019-20,Udinese,Walace,BRA,24,1995,20,12,1139,12.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Aleksei Miranchuk,RUS,24,1995,25,4,675,7.5,4,2,6,4,0,0,0,0,0.53,0.27,0.8,0.53,0.8
Serie A,2020-21,Atalanta,Amad Diallo,CIV,18,2002,1,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Bosko Sutalo,CRO,20,2000,7,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Davide Angelo Ghislandi,ITA,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Fabio Depaoli,ITA,23,1997,5,3,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Hans Hateboer,NED,26,1994,22,20,1762,19.6,2,1,3,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15
Serie A,2020-21,Atalanta,Joakim Mæhle,DEN,23,1997,20,12,1216,13.5,0,2,2,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
Serie A,2020-21,Atalanta,Johan Mojica,COL,27,1992,11,3,299,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Josip Iličić,SVN,32,1988,28,17,1526,17.0,6,9,15,4,2,2,2,0,0.35,0.53,0.88,0.24,0.77
Serie A,2020-21,Atalanta,Luis Muriel,COL,29,1991,36,16,1436,16.0,22,7,29,20,2,3,0,0,1.38,0.44,1.82,1.25,1.69
Serie A,2020-21,Atalanta,Manu Gyabuaa,ITA,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Mario Pašalić,CRO,25,1995,25,10,1122,12.5,6,2,8,6,0,0,2,0,0.48,0.16,0.64,0.48,0.64
Serie A,2020-21,Atalanta,Marten de Roon,NED,29,1991,35,33,3021,33.6,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06
Serie A,2020-21,Atalanta,Matteo Pessina,ITA,23,1997,28,21,1645,18.3,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22
Serie A,2020-21,Atalanta,Matteo Ruggeri,ITA,18,2002,6,3,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Atalanta,Papu Gómez,ARG,32,1988,10,9,666,7.4,4,2,6,4,0,0,0,0,0.54,0.27,0.81,0.54,0.81
Serie A,2020-21,Atalanta,Remo Freuler,SUI,28,1992,34,32,2712,30.1,2,3,5,2,0,0,5,0,0.07,0.1,0.17,0.07,0.17
Serie A,2020-21,Atalanta,Robin Gosens,GER,26,1994,32,30,2523,28.0,10,6,16,10,0,0,9,1,0.36,0.21,0.57,0.36,0.57
Serie A,2020-21,Atalanta,Ruslan Malinovskyi,UKR,27,1993,36,22,1876,20.8,8,12,20,7,1,1,3,0,0.38,0.58,0.96,0.34,0.91
Serie A,2020-21,Atalanta,Viktor Kovalenko,UKR,24,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Benevento,Amadou Diambo,GHA,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Benevento,Andrés Tello,COL,23,1996,17,2,413,4.6,1,0,1,1,0,0,3,0,0.22,0.0,0.22,0.22,0.22
Serie A,2020-21,Benevento,Artur Ioniță,MDA,29,1990,36,34,2835,31.5,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06
Serie A,2020-21,Benevento,Bryan Dabo,BFA,28,1992,25,12,1117,12.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Benevento,Daam Foulon,BEL,21,1999,23,11,1021,11.3,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
Serie A,2020-21,Benevento,Fabio Depaoli,ITA,23,1997,15,14,1120,12.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Benevento,Gianluca Caprari,ITA,27,1993,30,23,1865,20.7,5,6,11,5,0,1,4,1,0.24,0.29,0.53,0.24,0.53
Serie A,2020-21,Benevento,Iago Falque,ESP,30,1990,11,4,358,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5
Serie A,2020-21,Benevento,Lorenzo Del Pinto,ITA,30,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Benevento,Marco Sau,ITA,32,1987,24,9,785,8.7,4,2,6,3,1,1,1,1,0.46,0.23,0.69,0.34,0.57
Serie A,2020-21,Benevento,Nicolas Viola,ITA,30,1989,17,12,1036,11.5,5,2,7,1,4,4,1,0,0.43,0.17,0.61,0.09,0.26
Serie A,2020-21,Benevento,Pasquale Schiattarella,ITA,33,1987,29,26,2247,25.0,1,1,2,1,0,0,13,1,0.04,0.04,0.08,0.04,0.08
Serie A,2020-21,Benevento,Përparim Hetemaj,FIN,33,1986,31,27,2212,24.6,0,2,2,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
Serie A,2020-21,Benevento,Riccardo Improta,ITA,26,1993,34,23,2335,25.9,1,0,1,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04
Serie A,2020-21,Benevento,Roberto Insigne,ITA,26,1994,30,17,1599,17.8,2,4,6,2,0,0,2,0,0.11,0.23,0.34,0.11,0.34
Serie A,2020-21,Bologna,Aaron Hickey,SCO,18,2002,11,10,758,8.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Bologna,Andrea Poli,ITA,30,1989,18,4,383,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
Serie A,2020-21,Bologna,Andreas Skov Olsen,DEN,20,1999,26,12,1179,13.1,2,3,5,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38
Serie A,2020-21,Bologna,Andri Fannar Baldursson,ISL,18,2002,8,1,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Bologna,Emanuel Vignato,ITA,19,2000,31,11,1203,13.4,1,4,5,1,0,0,4,0,0.07,0.3,0.37,0.07,0.37
Serie A,2020-21,Bologna,Gary Medel,CHI,32,1987,11,6,511,5.7,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18
Serie A,2020-21,Bologna,Jerdy Schouten,NED,23,1997,34,28,2512,27.9,1,1,2,1,0,0,8,1,0.04,0.04,0.07,0.04,0.07
Serie A,2020-21,Bologna,Kacper Urbanski,POL,15,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Bologna,Mattias Svanberg,SWE,21,1999,34,24,1852,20.6,5,2,7,5,0,0,8,1,0.24,0.1,0.34,0.24,0.34
Serie A,2020-21,Bologna,Musa Barrow,GAM,21,1998,38,34,2921,32.5,8,8,16,8,0,1,0,0,0.25,0.25,0.49,0.25,0.49
Serie A,2020-21,Bologna,Musa Juwara,GAM,18,2001,5,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Serie A,2020-21,Bologna,Nicola Sansone,ITA,28,1991,26,11,1169,13.0,2,2,4,2,0,0,2,0,0.15,0.15,0.31,0.15,0.31
