player,league,season,xg,np_xg,xa,key_passes,xg_chain,xg_buildup
Martin Odegaard,Premier League,2021-22,4.223581701517105,4.223581701517105,6.601951729506254,75,18.23505182750523,10.91330983582884
Mohamed Elneny,Premier League,2021-22,0.15664429869502783,0.15664429869502783,0.3957573026418686,9,3.171078409999609,2.8563827574253082
Nicolas Pepe,Premier League,2021-22,3.448649622499943,3.448649622499943,1.3309425860643387,12,5.508021876215935,1.4027431681752205
Nuno Tavares,Premier League,2021-22,1.7562966123223305,1.7562966123223305,1.064530422911048,10,6.060938712209463,3.757681142538786
Pablo Marí,Premier League,2021-22,0.031568098813295364,0.031568098813295364,0.42649099230766296,1,0.37587519735097885,0.37587519735097885
Pierre-Emerick Aubameyang,Premier League,2021-22,6.893223594874144,5.3708840273320675,0.8014164045453072,9,5.439355485141277,0.9636607579886913
Reiss Nelson,Premier League,2021-22,0.037433598190546036,0.037433598190546036,0.060589298605918884,1,0.1122170016169548,0.014194600284099579
Rob Holding,Premier League,2021-22,0.5605965945869684,0.5605965945869684,0.0,0,2.167426660656929,2.167426660656929
Sead Kolasinac,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
Takehiro Tomiyasu,Premier League,2021-22,0.3872380005195737,0.3872380005195737,0.9992056842893362,12,8.340697228908539,7.47922095656395
Thomas Partey,Premier League,2021-22,3.0227204682305455,3.0227204682305455,0.8679594974964857,16,9.639081802219152,8.366636365652084
Anwar El Ghazi,Premier League,2021-22,0.9790227208286524,0.21785360015928745,0.2625085022300482,5,0.6096942089498043,0.30974540673196316
Ashley Young,Premier League,2021-22,0.40374260675162077,0.40374260675162077,0.7783125322312117,13,3.3930896408855915,2.4790434166789055
Axel Tuanzebe,Premier League,2021-22,0.15486809983849525,0.15486809983849525,0.0,0,0.8887580037117004,0.8887580037117004
Bertrand Traoré,Premier League,2021-22,0.26367049664258957,0.26367049664258957,0.0,0,0.6458876002579927,0.44426370318979025
Cameron Archer,Premier League,2021-22,0.02824229933321476,0.02824229933321476,0.0,0,0.059728801250457764,0.031486500054597855
Carney Chukwuemeka,Premier League,2021-22,0.6268898099660873,0.6268898099660873,0.9877786859869957,2,2.198258690536022,0.676293196156621
Danny Ings,Premier League,2021-22,6.846661906689405,6.085492890328169,1.4444685094058514,15,7.999432535842061,2.1089931335300207
Douglas Luiz,Premier League,2021-22,2.220371574163437,2.220371574163437,2.44307017326355,36,10.234683318063617,8.437496514990926
Emiliano Buendía,Premier League,2021-22,3.0539291193708777,3.0539291193708777,4.653005113825202,47,10.573566023260355,5.318296255543828
Emiliano Martinez,Premier League,2021-22,0.0,0.0,0.0,0,2.479881220497191,2.479881220497191
Ezri Konsa Ngoyo,Premier League,2021-22,1.206902057863772,1.206902057863772,0.27069990523159504,4,4.54279619269073,4.291604299098253
Jacob Ramsey,Premier League,2021-22,3.8228819873183966,3.8228819873183966,2.036960480734706,21,11.246643111109734,6.333872018381953
Jaden Philogene-Bidace,Premier League,2021-22,0.0,0.0,0.0,0,0.0,0.0
