player_id,player,team,league,season,age,nationality,minutes,goals_per90,assists_per90,ga_nopk_per90,shots,shots_on_target,goals_per_shot,tackles,interceptions,fouls_drawn,crosses_per90,progressive_passes_per90,key_passes_per90,pass_completion_pct,sca_per90,passes_final_third_total,xa_per90,np_xg_per90,xg_chain,xg_buildup,cluster,pc1,pc2,similarity_to_kroos
Ross Barkley_2022-23,Ross Barkley,Nice,Ligue 1,2022-23,28,ENG,960,0.37,0.19,0.56,3.56,1.5,0.11,0.7477,0.6542,1.4019,4.2056,0.1667,0.1076,78.7,4.92,36.0,0.2353,0.43,9.434311349876223,4.726638954132795,3.0,4.438,0.905,0.5823
Ruben Loftus-Cheek_2022-23,Ruben Loftus-Cheek,Chelsea,Premier League,2022-23,26,ENG,1536,0.0,0.06,0.06,0.53,0.12,0.0,0.8772,0.7602,1.9883,1.0526,0.2109,0.0375,86.2,2.11,78.0,0.1027,0.0501,6.833013786934316,4.327356296591461,0.0,-1.3088,0.6951,0.7081
Ruben Vargas_2022-23,Ruben Vargas,Augsburg,Bundesliga,2022-23,23,SUI,1130,0.24,0.32,0.56,1.67,0.48,0.14,0.6349,0.4762,1.2698,3.8095,0.1454,0.0554,57.8,2.47,26.0,0.1686,0.0711,2.8856554022058845,0.824656150303781,2.0,2.3362,-0.4997,0.5629
Rubén_2022-23,Rubén,Espanyol,La Liga,2022-23,21,ESP,888,0.0,0.2,0.2,0.91,0.0,0.0,1.6162,1.7172,0.7071,4.8485,0.0788,0.0394,68.4,1.92,12.0,0.0,0.0,0.0,0.0,,,,
Rubén Alcaraz_2022-23,Rubén Alcaraz,Cádiz,La Liga,2022-23,31,ESP,2043,0.13,0.0,0.04,1.5,0.31,0.03,1.4097,0.837,1.4537,1.9383,0.1492,0.0284,79.1,2.07,93.0,0.0809,0.0611,5.2643252443522215,3.2190397679805756,1.0,-0.9604,-0.5161,0.6389
Rubén García_2022-23,Rubén García,Osasuna,La Liga,2022-23,29,ESP,1159,0.16,0.16,0.31,1.55,0.31,0.1,0.8527,0.7752,1.3178,6.124,0.1071,0.0669,72.5,4.2,23.0,0.1575,0.1509,4.684022324159741,1.8585611497983336,2.0,1.2337,-0.1813,0.6572
Rubén Peña_2022-23,Rubén Peña,Osasuna,La Liga,2022-23,31,ESP,1277,0.0,0.07,0.07,0.85,0.14,0.0,1.5493,1.2676,0.9859,3.8028,0.215,0.0352,69.7,1.48,37.0,0.0965,0.0763,4.5487772691994905,2.1620353050529957,1.0,-1.3578,0.2577,0.638
Rubén Quintanilla_2022-23,Rubén Quintanilla,Mallorca,La Liga,2022-23,20,ESP,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Rubén Sobrino_2022-23,Rubén Sobrino,Cádiz,La Liga,2022-23,30,ESP,2465,0.11,0.07,0.18,1.2,0.44,0.09,1.3869,0.8759,1.9708,0.4745,0.0509,0.0266,71.8,1.94,28.0,0.0915,0.2014,10.402135593816638,2.895870951935649,2.0,-0.209,-1.5272,0.5553
Ruslan Malinovskyi_2022-23,Ruslan Malinovskyi,Marseille,Ligue 1,2022-23,29,UKR,1227,0.07,0.07,0.15,2.49,0.51,0.03,0.9559,0.2206,1.3235,2.7941,0.2347,0.0697,75.7,4.18,53.0,0.0,0.0,0.0,0.0,0.0,0.253,0.3149,0.6737
Ruslan Malinovskyi_2022-23,Ruslan Malinovskyi,Atalanta,Serie A,2022-23,29,UKR,553,0.16,0.33,0.49,3.09,0.98,0.05,1.4754,0.8197,1.8033,3.7705,0.5425,0.141,74.7,4.25,36.0,0.0,0.0,0.0,0.0,0.0,0.253,0.3149,0.6737
Ryan Christie_2022-23,Ryan Christie,Bournemouth,Premier League,2022-23,27,SCO,1834,0.05,0.05,0.1,1.62,0.44,0.03,1.0784,1.2745,2.2059,1.5686,0.1089,0.046,80.0,3.24,43.0,0.1014,0.1338,7.37087413854897,4.095148157328367,1.0,-0.5092,-0.3072,0.6458
Ryan Gravenberch_2022-23,Ryan Gravenberch,Bayern Munich,Bundesliga,2022-23,20,NED,576,0.0,0.0,0.0,1.72,0.47,0.0,1.25,1.5625,1.0938,1.0938,0.2865,0.0521,87.4,3.91,34.0,0.0569,0.1211,5.134856633841991,4.252635369077325,,,,
Ryan Sessegnon_2022-23,Ryan Sessegnon,Tottenham Hotspur,Premier League,2022-23,22,ENG,813,0.22,0.0,0.22,1.99,0.66,0.11,1.3333,0.6667,0.6667,3.2222,0.1433,0.0391,71.8,2.55,16.0,0.1156,0.2353,4.331894390285015,2.0439960788935423,,,,
Ryan Yates_2022-23,Ryan Yates,Nottingham Forest,Premier League,2022-23,24,ENG,1837,0.0,0.1,0.1,1.27,0.24,0.0,0.9314,0.4902,2.598,0.3922,0.081,0.0132,76.9,1.18,26.0,0.052,0.0854,3.5049553960561752,1.5388160664588213,1.0,-0.6863,-1.4221,0.5796
Rémy Cabella_2022-23,Rémy Cabella,Lille,Ligue 1,2022-23,32,FRA,2525,0.25,0.36,0.61,1.5,0.82,0.17,1.3167,0.5694,1.5658,5.7295,0.2562,0.1114,79.2,6.45,153.0,0.4317,0.3284,24.437430448830128,9.880712203681467,3.0,3.693,3.3528,0.669
Rémy Dugimont_2022-23,Rémy Dugimont,Auxerre,Ligue 1,2022-23,36,FRA,113,0.0,0.8,0.8,3.19,0.8,0.0,0.0,0.0,0.7692,0.0,0.5792,0.2172,67.2,3.95,3.0,0.3578,0.0769,1.1962304785847664,0.6592920795083046,,,,
Rémy Labeau Lascary_2022-23,Rémy Labeau Lascary,Lens,Ligue 1,2022-23,19,GLP,123,0.0,0.0,0.0,2.2,0.73,0.0,2.1429,0.7143,0.0,2.1429,0.2195,0.1463,79.3,0.74,1.0,0.0,0.0,0.0,0.0,,,,
Rúben Dias_2022-23,Rúben Dias,Manchester City,Premier League,2022-23,25,POR,1998,0.0,0.0,0.0,0.45,0.09,0.0,0.6306,0.8108,0.3153,0.045,0.1698,0.0052,92.7,0.68,135.0,0.0178,0.0872,12.852464072406292,12.49297409504652,1.0,-2.1213,-0.4008,0.5911
Rúben Neves_2022-23,Rúben Neves,Wolves,Premier League,2022-23,25,POR,3019,0.18,0.03,0.12,2.0,0.48,0.04,1.194,1.4627,0.5672,1.6119,0.1857,0.0273,82.1,2.38,202.0,0.0549,0.0813,10.452420154586434,8.169478697702289,1.0,-0.9045,-0.1167,0.6535
Rúben Vinagre_2022-23,Rúben Vinagre,Everton,Premier League,2022-23,23,POR,26,0.0,0.0,0.0,0.0,0.0,0.0,6.6667,0.0,10.0,6.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Răzvan Marin_2022-23,Răzvan Marin,Empoli,Serie A,2022-23,26,ROU,2538,0.07,0.14,0.21,1.17,0.28,0.06,0.8865,0.5319,0.7447,4.9291,0.1268,0.0602,79.0,3.26,113.0,0.0,0.0,0.0,0.0,0.0,-0.4588,-0.1585,0.6473
Sacha Delaye_2022-23,Sacha Delaye,Montpellier,Ligue 1,2022-23,20,FRA,20,4.5,0.0,4.5,9.0,4.5,0.5,0.0,0.0,0.0,0.0,1.4999,0.0,57.1,9.0,0.0,0.0,0.3013,0.0602614991366863,0.0,,,,
Sada Thioub_2022-23,Sada Thioub,Angers,Ligue 1,2022-23,27,SEN,1060,0.08,0.17,0.25,0.76,0.08,0.11,0.8475,0.5932,0.5085,3.2203,0.1792,0.0472,80.1,3.14,46.0,0.2091,0.1115,4.654804691672325,3.298275902867317,0.0,0.3612,0.7241,0.732
Sadio Mané_2022-23,Sadio Mané,Bayern Munich,Bundesliga,2022-23,30,SEN,1425,0.44,0.32,0.69,3.41,1.39,0.11,0.3165,0.0,1.519,1.3924,0.1086,0.0606,73.4,3.85,17.0,0.2988,0.6499,19.7928506731987,6.392940312623978,3.0,6.2162,-0.6781,0.416
Sael Kumbedi_2022-23,Sael Kumbedi,Lyon,Ligue 1,2022-23,17,FRA,1320,0.0,0.14,0.14,0.61,0.14,0.0,1.9048,0.7483,1.4286,2.1769,0.1364,0.0341,82.2,1.64,30.0,0.1057,0.0252,5.197519091889262,4.196516802534461,1.0,-1.5965,0.4812,0.6436
Salih Özcan_2022-23,Salih Özcan,Dortmund,Bundesliga,2022-23,24,TUR,1576,0.0,0.06,0.06,0.17,0.06,0.0,1.0286,1.4857,1.3714,0.1714,0.1779,0.0198,88.3,1.37,75.0,0.0371,0.0553,9.854258436709642,8.718065526336432,1.0,-2.4926,0.3317,0.6226
Salis Abdul Samed_2022-23,Salis Abdul Samed,Lens,Ligue 1,2022-23,22,GHA,2894,0.03,0.03,0.06,0.4,0.12,0.08,0.9317,1.0248,1.2112,0.3106,0.1555,0.016,91.8,1.55,182.0,0.0463,0.032,14.287533424794674,13.359783820807934,1.0,-2.2129,-0.0004,0.6212
Salvador Ferrer_2022-23,Salvador Ferrer,Spezia,Serie A,2022-23,24,ESP,136,0.0,0.0,0.0,0.0,0.0,0.0,1.3333,0.6667,2.6667,0.6667,0.1324,0.1324,76.8,1.33,3.0,0.0176,0.0,0.1756386645138263,0.1492018643766641,,,,
Salvatore Esposito_2022-23,Salvatore Esposito,Spezia,Serie A,2022-23,21,ITA,971,0.09,0.0,0.09,1.3,0.19,0.07,1.1111,1.1111,2.3148,4.9074,0.3151,0.0742,76.6,2.6,49.0,0.1214,0.0647,3.0282194279134274,2.91070756316185,0.0,-0.5149,1.6248,0.7518
Salvatore Molina_2022-23,Salvatore Molina,Monza,Serie A,2022-23,30,ITA,229,0.0,0.0,0.0,0.39,0.0,0.0,2.0,0.4,1.2,5.6,0.5502,0.1572,75.4,1.97,4.0,0.043,0.0181,0.4131043031811714,0.2851753011345863,,,,
Salvi_2022-23,Salvi,Rayo Vallecano,La Liga,2022-23,31,ESP,490,0.0,0.0,0.0,1.65,0.55,0.0,1.4815,0.3704,1.8519,7.037,0.0995,0.0536,57.2,3.49,7.0,0.0,0.0,0.0,0.0,,,,
Sam Greenwood_2022-23,Sam Greenwood,Leeds United,Premier League,2022-23,20,ENG,424,0.21,0.42,0.64,2.55,0.42,0.08,1.4894,0.2128,0.6383,9.3617,0.1769,0.1533,57.5,5.11,14.0,0.1918,0.147,1.065209049731493,0.6448863409459591,,,,
Saman Ghoddos_2022-23,Saman Ghoddos,Brentford,Premier League,2022-23,28,IRN,139,0.0,0.0,0.0,0.65,0.65,0.0,0.6667,2.0,2.0,4.6667,0.3453,0.1727,74.7,2.57,5.0,0.1763,0.037,0.963206484913826,0.9295362625271082,,,,
Samu Castillejo_2022-23,Samu Castillejo,Valencia,La Liga,2022-23,27,ESP,1362,0.26,0.0,0.26,2.44,0.73,0.11,0.8609,0.5298,2.649,5.6954,0.2009,0.0793,76.2,4.16,49.0,0.2214,0.2216,7.570638716220856,3.5696487966924906,2.0,2.0302,0.4129,0.6799
Samu Costa_2022-23,Samu Costa,Almería,La Liga,2022-23,21,POR,1989,0.05,0.09,0.14,0.9,0.32,0.05,1.5385,1.5837,2.0362,0.362,0.1287,0.0184,78.8,2.13,68.0,0.0,0.0,0.0,0.0,1.0,-2.3223,-0.4183,0.5773
Samuel Amo-Ameyaw_2022-23,Samuel Amo-Ameyaw,Southampton,Premier League,2022-23,16,ENG,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250539388507604,0.0250539388507604,,,,
Samuel Chukwueze_2022-23,Samuel Chukwueze,Villarreal,La Liga,2022-23,23,NGA,2339,0.23,0.19,0.42,2.31,0.65,0.1,0.4615,0.4615,1.3077,1.0769,0.0884,0.0458,76.8,4.23,35.0,0.1697,0.2789,15.63541644345969,5.5250677997246385,2.0,2.4302,-0.8702,0.6093
Samuel Edozie_2022-23,Samuel Edozie,Southampton,Premier League,2022-23,19,ENG,567,0.0,0.0,0.0,1.27,0.48,0.0,1.746,0.7937,3.4921,1.746,0.1214,0.0747,67.7,3.18,6.0,0.0502,0.1722,2.7462167609483004,1.4620534982532265,,,,
Samuel Iling-Junior_2022-23,Samuel Iling-Junior,Juventus,Serie A,2022-23,18,ENG,318,0.28,0.28,0.57,1.13,0.28,0.25,0.5714,0.5714,0.5714,3.4286,0.4245,0.1179,78.0,3.99,10.0,0.0578,0.205,2.7305680476129055,1.9230435155332088,,,,
Samuel Koeberlé_2022-23,Samuel Koeberlé,Reims,Ligue 1,2022-23,17,FRA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Samuel Lino_2022-23,Samuel Lino,Valencia,La Liga,2022-23,22,BRA,2887,0.19,0.03,0.22,2.99,1.03,0.06,1.3396,0.5607,1.8692,2.4922,0.0763,0.0222,75.5,3.09,46.0,0.0687,0.2717,16.564936473965645,6.476675685495138,2.0,0.9553,-1.8326,0.5419
Samuel Moutoussamy_2022-23,Samuel Moutoussamy,Nantes,Ligue 1,2022-23,25,COD,2399,0.0,0.08,0.08,0.83,0.19,0.0,1.3109,0.7865,0.5618,0.3371,0.1672,0.0193,85.9,1.95,124.0,0.0247,0.0517,7.268351953476667,5.6869204714894295,1.0,-1.8343,-0.0199,0.6468
Samuel Sáiz_2022-23,Samuel Sáiz,Girona,La Liga,2022-23,31,ESP,240,0.75,0.0,0.0,1.5,1.13,0.0,0.7407,0.0,1.4815,2.5926,0.7969,0.1406,75.3,2.23,13.0,0.0,0.0,0.0,0.0,,,,
Samuele Birindelli_2022-23,Samuele Birindelli,Monza,Serie A,2022-23,23,ITA,1400,0.0,0.06,0.06,0.9,0.26,0.0,1.2821,1.0256,0.8974,4.4872,0.0892,0.0373,73.6,2.25,27.0,0.109,0.0717,5.152582303620875,3.239078818820417,1.0,-1.0127,-0.6906,0.6009
Samuele Ricci_2022-23,Samuele Ricci,Torino,Serie A,2022-23,20,ITA,2070,0.09,0.04,0.13,0.91,0.3,0.1,0.913,0.7391,2.5217,1.3478,0.1615,0.0248,87.6,1.65,96.0,0.0979,0.1001,10.326330281794071,7.514573078602552,1.0,-0.9626,-0.073,0.672
Samuele Vignato_2022-23,Samuele Vignato,Monza,Serie A,2022-23,18,ITA,62,0.0,1.45,1.45,1.45,0.0,0.0,0.0,0.0,0.0,2.8571,0.2903,0.5807,83.3,1.5,0.0,0.544,0.0486,1.2584771364927292,0.8436278998851776,,,,
Sandi Lovrić_2022-23,Sandi Lovrić,Udinese,Serie A,2022-23,24,SVN,2335,0.19,0.23,0.42,2.74,0.69,0.07,0.695,0.9653,1.2741,2.8958,0.1094,0.049,79.6,3.35,86.0,0.0,0.0,0.0,0.0,2.0,0.6104,-0.4519,0.6175
Sandro Tonali_2022-23,Sandro Tonali,Milan,Serie A,2022-23,22,ITA,2713,0.07,0.23,0.3,1.06,0.46,0.06,1.4618,0.7973,1.0631,4.3189,0.1551,0.0605,75.7,3.35,124.0,0.2239,0.0779,15.118916081264617,10.164697060361505,0.0,0.3954,1.0578,0.7129
Sanjin Prcić_2022-23,Sanjin Prcić,Strasbourg,Ligue 1,2022-23,28,BIH,1633,0.06,0.06,0.11,1.54,0.39,0.04,0.7182,1.326,1.0497,1.547,0.2129,0.0228,84.3,2.04,90.0,0.0,0.0,0.0,0.0,1.0,-1.5704,0.04,0.6512
Santi Comesaña_2022-23,Santi Comesaña,Rayo Vallecano,La Liga,2022-23,25,ESP,2451,0.11,0.07,0.18,0.92,0.26,0.12,1.6544,1.2132,1.0294,0.625,0.1574,0.043,82.6,3.2,136.0,0.0,0.0,0.0,0.0,1.0,-1.9051,0.2583,0.636
Santiago Arzamendia_2022-23,Santiago Arzamendia,Cádiz,La Liga,2022-23,24,PAR,483,0.0,0.0,0.0,0.75,0.37,0.0,1.4815,0.3704,0.3704,2.5926,0.264,0.0932,66.4,2.05,14.0,0.1021,0.0237,1.2813318446278572,0.6956312656402588,,,,
Santiago Ascacíbar_2022-23,Santiago Ascacíbar,Cremonese,Serie A,2022-23,25,ARG,727,0.0,0.0,0.0,1.73,0.37,0.0,1.7284,1.4815,1.1111,0.6173,0.3904,0.0762,82.3,3.09,50.0,0.0,0.0,0.0,0.0,,,,
Sardar Azmoun_2022-23,Sardar Azmoun,Leverkusen,Bundesliga,2022-23,27,IRN,927,0.39,0.1,0.49,2.72,0.97,0.14,0.2913,0.1942,0.0971,0.0,0.1351,0.0591,65.6,3.21,23.0,0.2896,0.4074,7.222147917374968,0.7968364469707012,3.0,4.3344,-1.1151,0.5084
Saîf-Eddine Khaoui_2022-23,Saîf-Eddine Khaoui,Clermont Foot,Ligue 1,2022-23,27,TUN,2027,0.31,0.13,0.44,2.09,1.02,0.15,1.2444,1.4222,1.6444,2.5778,0.094,0.0496,68.2,3.28,50.0,0.0,0.0,0.0,0.0,2.0,0.0104,-1.0561,0.5487
Saïd Benrahma_2022-23,Saïd Benrahma,West Ham United,Premier League,2022-23,26,ALG,2069,0.26,0.13,0.22,3.18,1.17,0.03,0.5652,0.3913,0.6522,3.6087,0.1019,0.0597,75.0,4.0,32.0,0.0,0.0,0.0,0.0,2.0,1.3974,-1.1324,0.5722
Saúl Ñíguez_2022-23,Saúl Ñíguez,Atlético Madrid,La Liga,2022-23,27,ESP,1100,0.25,0.08,0.33,1.72,0.74,0.14,2.2131,1.0656,0.4098,1.2295,0.0897,0.0132,78.5,1.8,19.0,0.0591,0.1509,5.90284320153296,3.490167681127786,1.0,-0.8394,-0.9548,0.5456
Saša Lukić_2022-23,Saša Lukić,Torino,Serie A,2022-23,25,SRB,1195,0.15,0.0,0.08,1.21,0.3,0.06,1.0526,1.0526,0.7519,1.9549,0.2071,0.0753,85.7,3.31,54.0,0.0,0.0,0.0,0.0,0.0,-1.1552,0.8356,0.6848
Saša Lukić_2022-23,Saša Lukić,Fulham,Premier League,2022-23,25,SRB,412,0.0,0.0,0.0,1.09,0.22,0.0,0.6522,1.087,2.1739,0.4348,0.2367,0.0,88.1,1.09,20.0,0.0,0.0,0.0,0.0,0.0,-1.1552,0.8356,0.6848
Scott McTominay_2022-23,Scott McTominay,Manchester Utd,Premier League,2022-23,25,SCO,1160,0.08,0.0,0.08,1.01,0.47,0.08,1.5504,0.7752,1.2403,0.3101,0.1067,0.0259,82.2,1.78,32.0,0.0836,0.1396,6.004832318983972,3.5477124359458685,1.0,-1.1971,-0.6751,0.6089
Sead Kolašinac_2022-23,Sead Kolašinac,Marseille,Ligue 1,2022-23,29,BIH,2214,0.16,0.04,0.2,0.89,0.37,0.18,1.3821,1.6667,0.6098,0.813,0.1343,0.0136,85.1,1.1,93.0,0.0,0.0,0.0,0.0,1.0,-2.3846,-0.4171,0.5768
Sean Longstaff_2022-23,Sean Longstaff,Newcastle United,Premier League,2022-23,24,ENG,2518,0.04,0.14,0.18,1.18,0.25,0.03,0.8571,0.5714,1.3929,1.0714,0.1256,0.0249,81.1,2.22,80.0,0.1233,0.1617,12.269893657416103,6.193108232691884,2.0,-0.0152,-0.4368,0.6594
Sebastian Rode_2022-23,Sebastian Rode,Eintracht Frankfurt,Bundesliga,2022-23,31,GER,1414,0.25,0.06,0.32,0.57,0.25,0.44,1.465,0.9554,1.0828,0.5096,0.2475,0.0283,83.0,2.04,98.0,0.0497,0.0498,7.431947812438011,6.188614975661039,1.0,-1.3658,0.5958,0.6816
Sebastian Rudy_2022-23,Sebastian Rudy,Hoffenheim,Bundesliga,2022-23,32,GER,794,0.0,0.11,0.11,0.57,0.23,0.0,1.3636,1.1364,1.0227,4.5455,0.2164,0.0721,74.7,2.6,32.0,0.079,0.0109,2.7909096851944923,2.660964274778962,,,,
Seko Fofana_2022-23,Seko Fofana,Lens,Ligue 1,2022-23,27,CIV,3073,0.21,0.15,0.32,2.49,0.7,0.07,0.4106,0.5865,1.2903,1.5836,0.1381,0.0293,87.4,2.75,137.0,0.0853,0.1993,18.1595296561718,9.702517166733742,2.0,1.2104,-0.532,0.6463
Selim Amallah_2022-23,Selim Amallah,Valladolid,La Liga,2022-23,25,MAR,267,0.67,0.34,1.01,1.69,0.67,0.4,2.6667,1.6667,2.6667,0.6667,0.4815,0.1445,75.9,3.69,7.0,0.1635,0.2371,1.8679705988615751,1.2709545753896236,,,,
Serge Aurier_2022-23,Serge Aurier,Nottingham Forest,Premier League,2022-23,29,CIV,1943,0.05,0.0,0.05,0.42,0.14,0.11,1.8981,1.25,0.8796,1.7593,0.137,0.0193,70.7,1.2,44.0,0.0372,0.031,3.0493084993213415,2.7344142459332943,1.0,-2.3754,-0.7805,0.5358
Serge Gnabry_2022-23,Serge Gnabry,Bayern Munich,Bundesliga,2022-23,27,GER,1941,0.65,0.23,0.83,3.8,1.9,0.16,1.1111,0.463,0.463,1.6667,0.1118,0.0491,79.4,4.08,49.0,0.2615,0.4996,24.274701070040464,10.335147313773632,3.0,4.972,-0.5671,0.4598
Sergej Milinković-Savić_2022-23,Sergej Milinković-Savić,Lazio,Serie A,2022-23,27,SRB,3022,0.27,0.24,0.51,1.91,0.6,0.14,1.1012,0.8333,2.1429,0.8631,0.1373,0.0347,75.9,2.35,138.0,0.0,0.0,0.0,0.0,2.0,0.1921,-0.479,0.6231
Sergi Canós_2022-23,Sergi Canós,Brentford,Premier League,2022-23,25,ESP,77,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,3.3333,3.3333,0.4675,0.2338,53.5,3.51,2.0,0.0,0.0,0.0,0.0,,,,
Sergi Darder_2022-23,Sergi Darder,Espanyol,La Liga,2022-23,28,ESP,3320,0.16,0.08,0.24,1.06,0.35,0.15,0.9756,0.6775,2.1138,4.9593,0.1662,0.0521,72.5,4.07,158.0,0.2273,0.0939,15.358720410615206,10.29543449729681,2.0,0.5977,0.1448,0.6826
Sergi Roberto_2022-23,Sergi Roberto,Barcelona,La Liga,2022-23,30,ESP,1308,0.28,0.07,0.34,1.24,0.41,0.22,1.0345,0.7586,0.8276,1.7241,0.2902,0.0299,90.8,2.0,80.0,0.0761,0.1583,10.880764681845903,8.29584439471364,0.0,-0.3199,1.0269,0.7366
Sergio Arribas_2022-23,Sergio Arribas,Real Madrid,La Liga,2022-23,20,ESP,19,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3502,0.6655,0.2543320059776306,0.1212249994277954,,,,
Sergio Busquets_2022-23,Sergio Busquets,Barcelona,La Liga,2022-23,34,ESP,2339,0.0,0.15,0.15,0.35,0.08,0.0,1.0385,1.1154,1.5385,0.2692,0.3258,0.0321,88.4,2.85,230.0,0.0993,0.0136,18.166228680871427,16.97447824385017,0.0,-1.7812,2.0697,0.7572
Sergio Canales_2022-23,Sergio Canales,Real Betis,La Liga,2022-23,31,ESP,2402,0.15,0.11,0.22,1.42,0.41,0.08,0.4869,0.4869,1.0861,4.8315,0.1728,0.0677,75.7,4.16,94.0,0.1973,0.1465,12.74706557393074,5.691056125797331,2.0,1.4033,0.2949,0.7011
Sergio Escudero_2022-23,Sergio Escudero,Valladolid,La Liga,2022-23,32,ESP,1439,0.06,0.0,0.06,1.69,0.56,0.04,1.1875,1.625,1.1875,3.5,0.1088,0.0435,71.1,2.19,30.0,0.1103,0.1127,4.908221675083041,3.722209934145212,1.0,-0.7021,-0.7407,0.584
Sergio Gómez_2022-23,Sergio Gómez,Manchester City,Premier League,2022-23,21,ESP,349,0.0,0.26,0.26,1.81,0.0,0.0,1.0256,0.5128,0.5128,2.0513,0.3868,0.1074,88.0,1.81,24.0,0.1143,0.0805,2.0659322142601013,1.6488532945513723,,,,
Shandon Baptiste_2022-23,Shandon Baptiste,Brentford,Premier League,2022-23,24,GRN,618,0.0,0.15,0.15,0.58,0.15,0.0,1.3043,0.8696,1.8841,1.5942,0.2469,0.0633,83.7,2.63,22.0,0.1564,0.0267,1.5274408347904682,0.8893836699426174,,,,
Shane Duffy_2022-23,Shane Duffy,Fulham,Premier League,2022-23,30,IRL,20,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.1119,0.0,0.0,,,,
Shea Charles_2022-23,Shea Charles,Manchester City,Premier League,2022-23,18,NIR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,0.0,0.0,3.2144,0.0,92.0,0.0,3.0,0.0,0.0,0.129426509141922,0.129426509141922,,,,
Sidi Sané_2022-23,Sidi Sané,Schalke 04,Bundesliga,2022-23,19,GER,25,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Silas Katompa_2022-23,Silas Katompa,Stuttgart,Bundesliga,2022-23,23,COD,1992,0.23,0.09,0.27,1.94,0.81,0.09,0.7692,0.362,0.9955,1.4932,0.0602,0.0271,73.9,2.8,17.0,0.0,0.0,0.0,0.0,2.0,0.1718,-1.9596,0.5436
Silvan Widmer_2022-23,Silvan Widmer,Mainz 05,Bundesliga,2022-23,29,SUI,1688,0.11,0.11,0.21,1.01,0.43,0.11,0.9043,1.6489,0.8511,1.7553,0.1107,0.0308,68.4,2.19,43.0,0.1079,0.1455,8.177862845361233,4.287014581263065,1.0,-0.3878,-0.8838,0.5747
Simon Ramet_2022-23,Simon Ramet,Lille,Ligue 1,2022-23,19,FRA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Simon Zoller_2022-23,Simon Zoller,Bochum,Bundesliga,2022-23,31,GER,1457,0.19,0.12,0.31,1.91,0.62,0.1,0.2469,0.3704,0.4938,1.0494,0.048,0.0206,62.7,1.24,16.0,0.0547,0.2626,5.685781069099903,0.9288454409688712,2.0,1.7649,-2.848,0.4698
Simone Bastoni_2022-23,Simone Bastoni,Spezia,Serie A,2022-23,25,ITA,1189,0.15,0.3,0.45,1.67,0.53,0.09,1.8182,0.6818,0.9091,7.803,0.1275,0.0717,61.6,2.27,35.0,0.1374,0.0718,4.247494320385158,2.1587811075150967,2.0,1.1669,0.2724,0.5848
Simone Verdi_2022-23,Simone Verdi,Hellas Verona,Serie A,2022-23,30,ITA,1096,0.41,0.0,0.33,2.46,0.9,0.13,0.8197,0.0,2.1311,6.3115,0.1574,0.0684,65.2,3.87,38.0,0.1753,0.161,3.984639930538833,1.2706529526039958,2.0,2.6283,-1.026,0.5601
Siriki Dembélé_2022-23,Siriki Dembélé,Auxerre,Ligue 1,2022-23,25,CIV,372,0.0,0.0,0.0,1.21,0.48,0.0,1.2195,0.2439,2.1951,1.4634,0.1815,0.1613,80.4,5.08,5.0,0.2255,0.1311,2.1602377519011497,1.6264638807624578,,,,
Siriki Dembélé_2022-23,Siriki Dembélé,Bournemouth,Premier League,2022-23,25,CIV,110,0.0,0.0,0.0,1.64,1.64,0.0,0.8333,0.8333,1.6667,2.5,0.5455,0.5455,78.7,4.09,2.0,0.2171,0.0898,0.4032813981175422,0.1637520976364612,,,,
Sofiane Boufal_2022-23,Sofiane Boufal,Angers,Ligue 1,2022-23,28,MAR,834,0.43,0.32,0.54,2.48,1.29,0.09,0.9677,0.5376,2.1505,4.3011,0.4649,0.2241,76.0,5.61,30.0,0.3895,0.179,6.146629437804222,2.4508719108998775,,,,
Sofiane Diop_2022-23,Sofiane Diop,Nice,Ligue 1,2022-23,22,MAR,1228,0.07,0.29,0.37,2.05,0.66,0.04,0.8088,1.1765,1.9853,3.3824,0.2399,0.07,79.1,4.18,53.0,0.1576,0.2671,7.810460330918431,2.813557032495737,0.0,1.5537,1.6154,0.7519
